CUI1,AUI1,STYPE1,REL,CUI2,AUI2,STYPE2,RELA,RUI,SRUI,SAB,SL,RG,DIR,SUPPRESS,CVF,cui2
C0005956,NULL,CUI,RO,C0238793,NULL,CUI,NULL,R28742755,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0238794,NULL,CUI,NULL,R28742757,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0238796,NULL,CUI,NULL,R28742759,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0238797,NULL,CUI,NULL,R28742761,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0151773,NULL,CUI,NULL,R28742763,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0238799,NULL,CUI,NULL,R28742765,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0238800,NULL,CUI,NULL,R28742767,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0238802,NULL,CUI,NULL,R28742769,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0238803,NULL,CUI,NULL,R28742771,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0238804,NULL,CUI,NULL,R28742773,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0262950,NULL,CUI,NULL,R28742775,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0161896,NULL,CUI,NULL,R28742779,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0176711,NULL,CUI,NULL,R28742781,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0176717,NULL,CUI,NULL,R28742783,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0177884,NULL,CUI,NULL,R28742785,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0194014,NULL,CUI,NULL,R28742787,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0194018,NULL,CUI,NULL,R28742789,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0194037,NULL,CUI,NULL,R28742791,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0202674,NULL,CUI,NULL,R28742793,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0005954,NULL,CUI,NULL,R28742801,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0176708,NULL,CUI,NULL,R28742803,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0176709,NULL,CUI,NULL,R28742805,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0176713,NULL,CUI,NULL,R28742807,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0842094,NULL,CUI,NULL,R28742809,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0177885,NULL,CUI,NULL,R28742811,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0177886,NULL,CUI,NULL,R28742813,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0177887,NULL,CUI,NULL,R28742815,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0177888,NULL,CUI,NULL,R28742817,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0177889,NULL,CUI,NULL,R28742819,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0177891,NULL,CUI,NULL,R28742821,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0177997,NULL,CUI,NULL,R28742823,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0376152,NULL,CUI,NULL,R28742825,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0229624,NULL,CUI,NULL,R28742827,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0229625,NULL,CUI,NULL,R28742829,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0549791,NULL,CUI,NULL,R28742831,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0549792,NULL,CUI,NULL,R28742833,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0549798,NULL,CUI,NULL,R28742835,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0549799,NULL,CUI,NULL,R28742837,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0549801,NULL,CUI,NULL,R28742839,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0549802,NULL,CUI,NULL,R28742841,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0549803,NULL,CUI,NULL,R28742843,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0549805,NULL,CUI,NULL,R28742845,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0549808,NULL,CUI,NULL,R28742847,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0549814,NULL,CUI,NULL,R28742849,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0549817,NULL,CUI,NULL,R28742851,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0549820,NULL,CUI,NULL,R28742853,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0549821,NULL,CUI,NULL,R28742855,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0549824,NULL,CUI,NULL,R28742857,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0549825,NULL,CUI,NULL,R28742859,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0549827,NULL,CUI,NULL,R28742861,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0549828,NULL,CUI,NULL,R28742863,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0549829,NULL,CUI,NULL,R28742865,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0549830,NULL,CUI,NULL,R28742867,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0549833,NULL,CUI,NULL,R28742869,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0549834,NULL,CUI,NULL,R28742871,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0549835,NULL,CUI,NULL,R28742873,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0549836,NULL,CUI,NULL,R28742875,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0549837,NULL,CUI,NULL,R28742877,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0549839,NULL,CUI,NULL,R28742879,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0549841,NULL,CUI,NULL,R28742881,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0549844,NULL,CUI,NULL,R28742883,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0549848,NULL,CUI,NULL,R28742885,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0549849,NULL,CUI,NULL,R28742887,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0549850,NULL,CUI,NULL,R28742889,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0549851,NULL,CUI,NULL,R28742891,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0549852,NULL,CUI,NULL,R28742893,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C1533607,NULL,CUI,NULL,R28742901,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0398523,NULL,CUI,NULL,R28742905,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0398530,NULL,CUI,NULL,R28742919,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0194039,NULL,CUI,NULL,R28742921,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0196193,NULL,CUI,NULL,R28742923,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0600003,NULL,CUI,NULL,R28742925,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0229621,NULL,CUI,NULL,R28742928,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0018957,NULL,CUI,NULL,R28742930,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0041296,NULL,CUI,NULL,R28742936,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C1299233,NULL,CUI,NULL,R28742942,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0024228,NULL,CUI,NULL,R28742946,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0229620,NULL,CUI,NULL,R28742948,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0229622,NULL,CUI,NULL,R28742952,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0005953,NULL,CUI,NULL,R28742956,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0005931,NULL,CUI,NULL,R28742960,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0264070,NULL,CUI,NULL,R28742962,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0041324,NULL,CUI,NULL,R28742966,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RN,C0005959,NULL,CUI,NULL,R28742968,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RN,C0002874,NULL,CUI,NULL,R28742970,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C3203357,NULL,CUI,NULL,R28742972,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RN,C0032461,NULL,CUI,NULL,R28742974,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0229619,NULL,CUI,NULL,R28742976,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RN,C0282609,NULL,CUI,NULL,R49050775,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0497156,NULL,CUI,NULL,R54601250,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0018939,NULL,CUI,NULL,R91963383,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0005956,NULL,CUI,RO,C0194015,NULL,CUI,NULL,R95633517,NULL,MTH,MTH,NULL,NULL,N,NULL,C0005956
C0001403,A17015787,CUI,RQ,C0518933,A0858768,AUI,clinically_similar,R03688768,NULL,RAM,RAM,NULL,NULL,N,NULL,C0001403
C0001403,A17015787,CUI,RQ,C0518934,A0858769,AUI,clinically_similar,R03688769,NULL,RAM,RAM,NULL,NULL,N,NULL,C0001403
C0001403,A17015787,CUI,RQ,C0151467,A0859489,AUI,clinically_similar,R03688770,NULL,RAM,RAM,NULL,NULL,N,NULL,C0001403
C0001403,NULL,CUI,RN,C0266273,NULL,CUI,NULL,R133616990,NULL,MTH,MTH,NULL,NULL,N,NULL,C0001403
C0001403,NULL,CUI,RO,C1833054,NULL,CUI,NULL,R150211630,NULL,MTH,MTH,NULL,NULL,N,NULL,C0001403
C0001403,NULL,CUI,RO,C2103602,NULL,CUI,NULL,R155719134,NULL,MTH,MTH,NULL,NULL,N,NULL,C0001403
C0001403,NULL,CUI,RO,C1868690,NULL,CUI,NULL,R155719136,NULL,MTH,MTH,NULL,NULL,N,NULL,C0001403
C0001403,NULL,CUI,RO,C3887896,NULL,CUI,NULL,R156635916,NULL,MTH,MTH,NULL,NULL,N,NULL,C0001403
C0001403,NULL,CUI,RO,C0001623,NULL,CUI,NULL,R157257411,NULL,MTH,MTH,NULL,NULL,N,NULL,C0001403
C0001403,NULL,CUI,RO,C0162309,NULL,CUI,NULL,R170556583,NULL,MTH,MTH,NULL,NULL,N,NULL,C0001403
C0001403,NULL,CUI,RB,C0004364,NULL,CUI,NULL,R31836098,NULL,MTH,MTH,NULL,NULL,N,NULL,C0001403
C0001403,NULL,CUI,RB,C0039082,NULL,CUI,NULL,R31836100,NULL,MTH,MTH,NULL,NULL,N,NULL,C0001403
C0001403,NULL,CUI,RB,C0001621,NULL,CUI,NULL,R31836102,NULL,MTH,MTH,NULL,NULL,N,NULL,C0001403
C0001403,NULL,CUI,RO,C0151467,NULL,CUI,NULL,R31836106,NULL,MTH,MTH,NULL,NULL,N,NULL,C0001403
C0001403,NULL,CUI,RO,C0041296,NULL,CUI,NULL,R31836108,NULL,MTH,MTH,NULL,NULL,N,NULL,C0001403
C0001403,NULL,CUI,RO,C1279223,NULL,CUI,NULL,R31836110,NULL,MTH,MTH,NULL,NULL,N,NULL,C0001403
C0001403,NULL,CUI,RN,C0518933,NULL,CUI,NULL,R31836113,NULL,MTH,MTH,NULL,NULL,N,NULL,C0001403
C0001403,NULL,CUI,RN,C0518934,NULL,CUI,NULL,R31836115,NULL,MTH,MTH,NULL,NULL,N,NULL,C0001403
C0001403,NULL,CUI,RB,C0014130,NULL,CUI,NULL,R31836125,NULL,MTH,MTH,NULL,NULL,N,NULL,C0001403
C0001403,NULL,CUI,RO,C0405580,NULL,CUI,NULL,R44013202,NULL,MTH,MTH,NULL,NULL,N,NULL,C0001403
C0001403,NULL,CUI,RO,C0085860,NULL,CUI,NULL,R92277632,NULL,MTH,MTH,NULL,NULL,N,NULL,C0001403
C0001403,NULL,CUI,RO,C0546992,NULL,CUI,NULL,R92278142,NULL,MTH,MTH,NULL,NULL,N,NULL,C0001403
C0041301,NULL,CUI,RN,C0152909,NULL,CUI,NULL,R31915016,NULL,MTH,MTH,NULL,NULL,N,NULL,C0041301
C0041301,NULL,CUI,RN,C0152910,NULL,CUI,NULL,R31915018,NULL,MTH,MTH,NULL,NULL,N,NULL,C0041301
C0041301,NULL,CUI,RN,C0152911,NULL,CUI,NULL,R31915020,NULL,MTH,MTH,NULL,NULL,N,NULL,C0041301
C0041301,NULL,CUI,RN,C0152912,NULL,CUI,NULL,R31915022,NULL,MTH,MTH,NULL,NULL,N,NULL,C0041301
C0041301,NULL,CUI,RN,C0152913,NULL,CUI,NULL,R31915024,NULL,MTH,MTH,NULL,NULL,N,NULL,C0041301
C0041301,NULL,CUI,RN,C0152914,NULL,CUI,NULL,R31915026,NULL,MTH,MTH,NULL,NULL,N,NULL,C0041301
C0041301,NULL,CUI,RO,C0031049,NULL,CUI,NULL,R31915028,NULL,MTH,MTH,NULL,NULL,N,NULL,C0041301
C0041301,NULL,CUI,RB,C0041296,NULL,CUI,NULL,R31915036,NULL,MTH,MTH,NULL,NULL,N,NULL,C0041301
C0041301,NULL,CUI,RO,C0004622,NULL,CUI,NULL,R31915045,NULL,MTH,MTH,NULL,NULL,N,NULL,C0041301
C0041301,NULL,CUI,RO,C0342091,NULL,CUI,NULL,R31915047,NULL,MTH,MTH,NULL,NULL,N,NULL,C0041301
C0041301,NULL,CUI,RO,C0152881,NULL,CUI,NULL,R91983512,NULL,MTH,MTH,NULL,NULL,N,NULL,C0041301
C0041301,NULL,CUI,RO,C0152902,NULL,CUI,NULL,R91983544,NULL,MTH,MTH,NULL,NULL,N,NULL,C0041301
C0041301,NULL,CUI,RO,C0041331,NULL,CUI,NULL,R91983606,NULL,MTH,MTH,NULL,NULL,N,NULL,C0041301
C0026912,NULL,CUI,RN,C1295863,NULL,CUI,NULL,R116661174,NULL,MTH,MTH,NULL,NULL,N,NULL,C0026912
C0026912,NULL,CUI,RN,C1265236,NULL,CUI,NULL,R146190042,NULL,MTH,MTH,NULL,NULL,N,NULL,C0026912
C0026912,NULL,CUI,RB,C0001254,NULL,CUI,NULL,R33800529,NULL,MTH,MTH,NULL,NULL,N,NULL,C0026912
C0026912,NULL,CUI,RO,C0041296,NULL,CUI,NULL,R33800531,NULL,MTH,MTH,NULL,NULL,N,NULL,C0026912
C0026912,NULL,CUI,RO,C0521015,NULL,CUI,NULL,R33800536,NULL,MTH,MTH,NULL,NULL,N,NULL,C0026912
C0026912,NULL,CUI,RB,C0597955,NULL,CUI,NULL,R33800538,NULL,MTH,MTH,NULL,NULL,N,NULL,C0026912
C0026912,NULL,CUI,RO,C0024131,NULL,CUI,NULL,R33800540,NULL,MTH,MTH,NULL,NULL,N,NULL,C0026912
C0026912,NULL,CUI,RN,C0086662,NULL,CUI,NULL,R33800546,NULL,MTH,MTH,NULL,NULL,N,NULL,C0026912
C0026912,NULL,CUI,RN,C0317761,NULL,CUI,NULL,R33800548,NULL,MTH,MTH,NULL,NULL,N,NULL,C0026912
C0026912,NULL,CUI,RO,C0486278,NULL,CUI,NULL,R33800550,NULL,MTH,MTH,NULL,NULL,N,NULL,C0026912
C0026912,NULL,CUI,RN,C0026913,NULL,CUI,NULL,R33800552,NULL,MTH,MTH,NULL,NULL,N,NULL,C0026912
C0026912,NULL,CUI,RN,C0026917,NULL,CUI,NULL,R33800554,NULL,MTH,MTH,NULL,NULL,N,NULL,C0026912
C0026912,NULL,CUI,RO,C0026918,NULL,CUI,NULL,R33800556,NULL,MTH,MTH,NULL,NULL,N,NULL,C0026912
C0026912,NULL,CUI,RN,C0026922,NULL,CUI,NULL,R33800558,NULL,MTH,MTH,NULL,NULL,N,NULL,C0026912
C0026912,NULL,CUI,RN,C0026923,NULL,CUI,NULL,R33800560,NULL,MTH,MTH,NULL,NULL,N,NULL,C0026912
C0026912,NULL,CUI,RN,C0026924,NULL,CUI,NULL,R33800562,NULL,MTH,MTH,NULL,NULL,N,NULL,C0026912
C0026912,NULL,CUI,RN,C0026926,NULL,CUI,NULL,R33800564,NULL,MTH,MTH,NULL,NULL,N,NULL,C0026912
C0026912,NULL,CUI,RO,C0483226,NULL,CUI,NULL,R33800566,NULL,MTH,MTH,NULL,NULL,N,NULL,C0026912
C0026912,NULL,CUI,RN,C1633625,NULL,CUI,NULL,R70506531,NULL,MTH,MTH,NULL,NULL,N,NULL,C0026912
C0041327,A0129278,CUI,RQ,C0519095,A1100122,AUI,clinically_similar,R03689450,NULL,RAM,RAM,NULL,NULL,N,NULL,C0041327
C0041327,NULL,CUI,RN,C0152603,NULL,CUI,NULL,R38371205,NULL,MTH,MTH,NULL,NULL,N,NULL,C0041327
C0041327,NULL,CUI,RN,C0152601,NULL,CUI,NULL,R38371207,NULL,MTH,MTH,NULL,NULL,N,NULL,C0041327
C0041327,NULL,CUI,RN,C0152596,NULL,CUI,NULL,R38371209,NULL,MTH,MTH,NULL,NULL,N,NULL,C0041327
C0041327,NULL,CUI,RN,C0152595,NULL,CUI,NULL,R38371211,NULL,MTH,MTH,NULL,NULL,N,NULL,C0041327
C0041327,NULL,CUI,RN,C0152594,NULL,CUI,NULL,R38371213,NULL,MTH,MTH,NULL,NULL,N,NULL,C0041327
C0041327,NULL,CUI,RN,C0374952,NULL,CUI,NULL,R38371215,NULL,MTH,MTH,NULL,NULL,N,NULL,C0041327
C0041327,NULL,CUI,RN,C0152589,NULL,CUI,NULL,R38371217,NULL,MTH,MTH,NULL,NULL,N,NULL,C0041327
C0041327,NULL,CUI,RN,C0152588,NULL,CUI,NULL,R38371219,NULL,MTH,MTH,NULL,NULL,N,NULL,C0041327
C0041327,NULL,CUI,RN,C0152582,NULL,CUI,NULL,R38371223,NULL,MTH,MTH,NULL,NULL,N,NULL,C0041327
C0041327,NULL,CUI,RN,C0152580,NULL,CUI,NULL,R38371225,NULL,MTH,MTH,NULL,NULL,N,NULL,C0041327
C0041327,NULL,CUI,RN,C0152634,NULL,CUI,NULL,R38371229,NULL,MTH,MTH,NULL,NULL,N,NULL,C0041327
C0041327,NULL,CUI,RN,C0152576,NULL,CUI,NULL,R38371231,NULL,MTH,MTH,NULL,NULL,N,NULL,C0041327
C0041327,NULL,CUI,RN,C0152602,NULL,CUI,NULL,R38371289,NULL,MTH,MTH,NULL,NULL,N,NULL,C0041327
C0041327,NULL,CUI,RN,C0152637,NULL,CUI,NULL,R38371291,NULL,MTH,MTH,NULL,NULL,N,NULL,C0041327
C0041327,NULL,CUI,RN,C0856697,NULL,CUI,NULL,R38371295,NULL,MTH,MTH,NULL,NULL,N,NULL,C0041327
C0041327,NULL,CUI,RO,C0152600,NULL,CUI,NULL,R38371297,NULL,MTH,MTH,NULL,NULL,N,NULL,C0041327
C0041327,NULL,CUI,RN,C0152581,NULL,CUI,NULL,R38371299,NULL,MTH,MTH,NULL,NULL,N,NULL,C0041327
C0041327,NULL,CUI,RO,C0152650,NULL,CUI,NULL,R38371303,NULL,MTH,MTH,NULL,NULL,N,NULL,C0041327
C0041327,NULL,CUI,RO,C0152648,NULL,CUI,NULL,R38371305,NULL,MTH,MTH,NULL,NULL,N,NULL,C0041327
C0041327,NULL,CUI,RO,C0152647,NULL,CUI,NULL,R38371307,NULL,MTH,MTH,NULL,NULL,N,NULL,C0041327
C0041327,NULL,CUI,RO,C0374954,NULL,CUI,NULL,R38371317,NULL,MTH,MTH,NULL,NULL,N,NULL,C0041327
C0041327,NULL,CUI,RN,C0152587,NULL,CUI,NULL,R38371323,NULL,MTH,MTH,NULL,NULL,N,NULL,C0041327
C0041327,NULL,CUI,RN,C0152635,NULL,CUI,NULL,R38371325,NULL,MTH,MTH,NULL,NULL,N,NULL,C0041327
C0041327,NULL,CUI,RN,C0152546,NULL,CUI,NULL,R38371338,NULL,MTH,MTH,NULL,NULL,N,NULL,C0041327
C0041327,NULL,CUI,RN,C0152547,NULL,CUI,NULL,R38371340,NULL,MTH,MTH,NULL,NULL,N,NULL,C0041327
C0041327,NULL,CUI,RN,C0238488,NULL,CUI,NULL,R38371342,NULL,MTH,MTH,NULL,NULL,N,NULL,C0041327
C0041327,NULL,CUI,RB,C0699949,NULL,CUI,NULL,R38371346,NULL,MTH,MTH,NULL,NULL,N,NULL,C0041327
C0041327,NULL,CUI,RO,C0009345,NULL,CUI,NULL,R38371362,NULL,MTH,MTH,NULL,NULL,N,NULL,C0041327
C0041327,NULL,CUI,RB,C0041296,NULL,CUI,NULL,R38371368,NULL,MTH,MTH,NULL,NULL,N,NULL,C0041327
C0041327,NULL,CUI,RN,C0275887,NULL,CUI,NULL,R38371370,NULL,MTH,MTH,NULL,NULL,N,NULL,C0041327
C0041327,NULL,CUI,RN,C0275891,NULL,CUI,NULL,R38371372,NULL,MTH,MTH,NULL,NULL,N,NULL,C0041327
C0041327,NULL,CUI,RN,C0152524,NULL,CUI,NULL,R38371374,NULL,MTH,MTH,NULL,NULL,N,NULL,C0041327
C0041327,NULL,CUI,RO,C0004622,NULL,CUI,NULL,R38371376,NULL,MTH,MTH,NULL,NULL,N,NULL,C0041327
C0041327,NULL,CUI,RO,C0032284,NULL,CUI,NULL,R38371378,NULL,MTH,MTH,NULL,NULL,N,NULL,C0041327
C0041327,NULL,CUI,RN,C0519095,NULL,CUI,NULL,R38371380,NULL,MTH,MTH,NULL,NULL,N,NULL,C0041327
C0041327,NULL,CUI,RN,C0152573,NULL,CUI,NULL,R38371382,NULL,MTH,MTH,NULL,NULL,N,NULL,C0041327
C0041327,NULL,CUI,RN,C0151875,NULL,CUI,NULL,R38371384,NULL,MTH,MTH,NULL,NULL,N,NULL,C0041327
C0041327,NULL,CUI,RN,C0151876,NULL,CUI,NULL,R38371386,NULL,MTH,MTH,NULL,NULL,N,NULL,C0041327
C0041327,NULL,CUI,RO,C0024867,NULL,CUI,NULL,R38371396,NULL,MTH,MTH,NULL,NULL,N,NULL,C0041327
C0041327,NULL,CUI,RN,C0152552,NULL,CUI,NULL,R38371398,NULL,MTH,MTH,NULL,NULL,N,NULL,C0041327
C0041327,NULL,CUI,RN,C0152559,NULL,CUI,NULL,R38371400,NULL,MTH,MTH,NULL,NULL,N,NULL,C0041327
C0041327,NULL,CUI,RN,C0152566,NULL,CUI,NULL,R38371402,NULL,MTH,MTH,NULL,NULL,N,NULL,C0041327
C0041327,NULL,CUI,RN,C0152586,NULL,CUI,NULL,R38371406,NULL,MTH,MTH,NULL,NULL,N,NULL,C0041327
C0041327,NULL,CUI,RN,C0152607,NULL,CUI,NULL,R38371408,NULL,MTH,MTH,NULL,NULL,N,NULL,C0041327
C0041327,NULL,CUI,RN,C0152531,NULL,CUI,NULL,R38371410,NULL,MTH,MTH,NULL,NULL,N,NULL,C0041327
C0041327,NULL,CUI,RN,C0152538,NULL,CUI,NULL,R38371412,NULL,MTH,MTH,NULL,NULL,N,NULL,C0041327
C0041327,NULL,CUI,RN,C0152539,NULL,CUI,NULL,R38371414,NULL,MTH,MTH,NULL,NULL,N,NULL,C0041327
C0041327,NULL,CUI,RN,C0152540,NULL,CUI,NULL,R38371416,NULL,MTH,MTH,NULL,NULL,N,NULL,C0041327
C0041327,NULL,CUI,RN,C0152544,NULL,CUI,NULL,R38371418,NULL,MTH,MTH,NULL,NULL,N,NULL,C0041327
C0041327,NULL,CUI,RN,C0152548,NULL,CUI,NULL,R38371420,NULL,MTH,MTH,NULL,NULL,N,NULL,C0041327
C0041327,NULL,CUI,RN,C0152549,NULL,CUI,NULL,R38371422,NULL,MTH,MTH,NULL,NULL,N,NULL,C0041327
C0041327,NULL,CUI,RN,C0152550,NULL,CUI,NULL,R38371424,NULL,MTH,MTH,NULL,NULL,N,NULL,C0041327
C0041327,NULL,CUI,RN,C0152551,NULL,CUI,NULL,R38371426,NULL,MTH,MTH,NULL,NULL,N,NULL,C0041327
C0041327,NULL,CUI,RN,C0152553,NULL,CUI,NULL,R38371428,NULL,MTH,MTH,NULL,NULL,N,NULL,C0041327
