CUI1,AUI1,STYPE1,REL,CUI2,AUI2,STYPE2,RELA,RUI,SRUI,SAB,SL,RG,DIR,SUPPRESS,CVF,cui2
C0014130,NULL,CUI,RN,C0333650,NULL,CUI,NULL,R28763720,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RO,C0014136,NULL,CUI,NULL,R28763724,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RN,C0010308,NULL,CUI,NULL,R28763726,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RO,C0030583,NULL,CUI,NULL,R28763728,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RN,C0018021,NULL,CUI,NULL,R28763730,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RN,C0342122,NULL,CUI,NULL,R28763732,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RN,C0151865,NULL,CUI,NULL,R28763734,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RN,C0235923,NULL,CUI,NULL,R28763736,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RN,C0235916,NULL,CUI,NULL,R28763738,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RN,C0010481,NULL,CUI,NULL,R28763740,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RN,C0020655,NULL,CUI,NULL,R28763744,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RN,C0151670,NULL,CUI,NULL,R28763748,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RN,C0151673,NULL,CUI,NULL,R28763750,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RN,C0151753,NULL,CUI,NULL,R28763752,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RN,C0151840,NULL,CUI,NULL,R28763754,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RN,C0151841,NULL,CUI,NULL,R28763756,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RN,C0002171,NULL,CUI,NULL,R28763760,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RO,C0237858,NULL,CUI,NULL,R28763762,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RN,C0020459,NULL,CUI,NULL,R28763764,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RO,C0542156,NULL,CUI,NULL,R28763772,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RN,C0235935,NULL,CUI,NULL,R28763774,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RN,C1295666,NULL,CUI,NULL,R28763776,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RN,C0687720,NULL,CUI,NULL,R28763780,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RO,C0239302,NULL,CUI,NULL,R28763782,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RN,C0311361,NULL,CUI,NULL,R28763788,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RN,C0342114,NULL,CUI,NULL,R28763790,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RO,C0702167,NULL,CUI,NULL,R28763792,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RN,C1263961,NULL,CUI,NULL,R28763794,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RN,C0029793,NULL,CUI,NULL,R28763796,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RN,C0267992,NULL,CUI,NULL,R28763798,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RN,C0011847,NULL,CUI,NULL,R28763800,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RN,C0869496,NULL,CUI,NULL,R28763804,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RO,C0596716,NULL,CUI,NULL,R28763808,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RN,C0235986,NULL,CUI,NULL,R28763810,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RN,C0085207,NULL,CUI,NULL,R28763814,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RN,C0162299,NULL,CUI,NULL,R28763816,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RN,C0154199,NULL,CUI,NULL,R28763818,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RO,C0029456,NULL,CUI,NULL,R28763820,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RO,C0154218,NULL,CUI,NULL,R28763824,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RO,C0235792,NULL,CUI,NULL,R28763826,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RN,C0235793,NULL,CUI,NULL,R28763828,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RN,C0030422,NULL,CUI,NULL,R28763832,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RO,C0549341,NULL,CUI,NULL,R28763834,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RO,C0549342,NULL,CUI,NULL,R28763836,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RO,C0151674,NULL,CUI,NULL,R28763838,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RN,C0011854,NULL,CUI,NULL,R28763842,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RN,C0011880,NULL,CUI,NULL,R28763844,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RN,C0595889,NULL,CUI,NULL,R28763846,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RN,C0001529,NULL,CUI,NULL,R28763848,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RN,C0018023,NULL,CUI,NULL,R28763850,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RN,C0018050,NULL,CUI,NULL,R28763852,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RB,C0679384,NULL,CUI,NULL,R28763856,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RN,C0700633,NULL,CUI,NULL,R28763858,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RN,C0032002,NULL,CUI,NULL,R28763862,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RN,C0151693,NULL,CUI,NULL,R28763864,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RN,C0342195,NULL,CUI,NULL,R28763866,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RN,C0024586,NULL,CUI,NULL,R28763868,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RN,C0496901,NULL,CUI,NULL,R28763870,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RN,C0151467,NULL,CUI,NULL,R28763872,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RN,C0154220,NULL,CUI,NULL,R28763876,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RN,C0154221,NULL,CUI,NULL,R28763878,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RN,C0687149,NULL,CUI,NULL,R28763880,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RN,C0040156,NULL,CUI,NULL,R30884142,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RN,C0020676,NULL,CUI,NULL,R30885216,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RN,C0001403,NULL,CUI,NULL,R31836124,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RN,C0154222,NULL,CUI,NULL,R31921577,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RN,C0154143,NULL,CUI,NULL,R33555822,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RO,C0019269,NULL,CUI,NULL,R33797972,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RN,C0001622,NULL,CUI,NULL,R38371066,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RN,C0013336,NULL,CUI,NULL,R44043262,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RN,C0040128,NULL,CUI,NULL,R44228049,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RN,C0023794,NULL,CUI,NULL,R49804412,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RN,C0206667,NULL,CUI,NULL,R54600271,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RO,C0002170,NULL,CUI,NULL,R54624552,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RN,C0342127,NULL,CUI,NULL,R57732428,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RO,C0014133,NULL,CUI,NULL,R57732695,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RO,C0271321,NULL,CUI,NULL,R59190964,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RN,C0860811,NULL,CUI,NULL,R69562194,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RN,C0020635,NULL,CUI,NULL,R78261719,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RN,C0011849,NULL,CUI,NULL,R91966236,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RO,C0011909,NULL,CUI,NULL,R91966372,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RB,C0012634,NULL,CUI,NULL,R91968082,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RN,C0040127,NULL,CUI,NULL,R92276549,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RN,C0018022,NULL,CUI,NULL,R92276757,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RN,C0302280,NULL,CUI,NULL,R92277176,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0014130,NULL,CUI,RN,C0021141,NULL,CUI,NULL,R92278313,NULL,MTH,MTH,NULL,NULL,N,NULL,C0014130
C0021655,NULL,CUI,RB,C0013220,NULL,CUI,NULL,R02664908,NULL,MTH,MTH,NULL,NULL,N,NULL,C0021655
C0021655,NULL,CUI,RB,C0678154,NULL,CUI,NULL,R02664909,NULL,MTH,MTH,NULL,NULL,N,NULL,C0021655
C0021655,NULL,CUI,RO,C0598703,NULL,CUI,NULL,R03053161,NULL,MTH,MTH,NULL,NULL,N,NULL,C0021655
C0021655,NULL,CUI,RO,C0524620,NULL,CUI,NULL,R111577542,NULL,MTH,MTH,NULL,NULL,N,NULL,C0021655
C0021655,NULL,CUI,RO,C3714619,NULL,CUI,NULL,R150288047,NULL,MTH,MTH,NULL,NULL,N,NULL,C0021655
C0021655,NULL,CUI,RO,C4049994,NULL,CUI,NULL,R158367914,NULL,MTH,MTH,NULL,NULL,N,NULL,C0021655
C0021655,NULL,CUI,RB,C0013203,NULL,CUI,NULL,R33797040,NULL,MTH,MTH,NULL,NULL,N,NULL,C0021655
C0021655,NULL,CUI,RO,C0011849,NULL,CUI,NULL,R91966240,NULL,MTH,MTH,NULL,NULL,N,NULL,C0021655
C0011880,A7184334,CUI,RQ,C0011880,A0404596,AUI,clinically_similar,R03688908,NULL,RAM,RAM,NULL,NULL,N,NULL,C0011880
C0011880,NULL,CUI,RO,C0162275,NULL,CUI,NULL,R119547862,NULL,MTH,MTH,NULL,NULL,N,NULL,C0011880
C0011880,NULL,CUI,RB,C0028715,NULL,CUI,NULL,R13402560,NULL,MTH,MTH,NULL,NULL,N,NULL,C0011880
C0011880,NULL,CUI,RB,C0220982,NULL,CUI,NULL,R13402561,NULL,MTH,MTH,NULL,NULL,N,NULL,C0011880
C0011880,NULL,CUI,RO,C0235429,NULL,CUI,NULL,R13405433,NULL,MTH,MTH,NULL,NULL,N,NULL,C0011880
C0011880,NULL,CUI,RB,C0022638,NULL,CUI,NULL,R13414929,NULL,MTH,MTH,NULL,NULL,N,NULL,C0011880
C0011880,NULL,CUI,RB,C0001122,NULL,CUI,NULL,R13414931,NULL,MTH,MTH,NULL,NULL,N,NULL,C0011880
C0011880,NULL,CUI,RO,C0728725,NULL,CUI,NULL,R19343221,NULL,MTH,MTH,NULL,NULL,N,NULL,C0011880
C0011880,NULL,CUI,RB,C0268030,NULL,CUI,NULL,R20755387,NULL,MTH,MTH,NULL,NULL,N,NULL,C0011880
C0011880,NULL,CUI,RB,C0014130,NULL,CUI,NULL,R28763843,NULL,MTH,MTH,NULL,NULL,N,NULL,C0011880
C0011880,NULL,CUI,RO,C0011860,NULL,CUI,NULL,R28766358,NULL,MTH,MTH,NULL,NULL,N,NULL,C0011880
C0011880,NULL,CUI,RO,C1504665,NULL,CUI,NULL,R33796975,NULL,MTH,MTH,NULL,NULL,N,NULL,C0011880
C0011880,NULL,CUI,RO,C0865163,NULL,CUI,NULL,R40890993,NULL,MTH,MTH,NULL,NULL,N,NULL,C0011880
C0011880,NULL,CUI,RO,C0865164,NULL,CUI,NULL,R40890995,NULL,MTH,MTH,NULL,NULL,N,NULL,C0011880
C0011880,NULL,CUI,RO,C0011849,NULL,CUI,NULL,R91966242,NULL,MTH,MTH,NULL,NULL,N,NULL,C0011880
C0085207,NULL,CUI,RN,C0341896,NULL,CUI,NULL,R02889108,NULL,MTH,MTH,NULL,NULL,N,NULL,C0085207
C0085207,NULL,CUI,RN,C0341897,NULL,CUI,NULL,R02889109,NULL,MTH,MTH,NULL,NULL,N,NULL,C0085207
C0085207,NULL,CUI,RN,C0156878,NULL,CUI,NULL,R02889116,NULL,MTH,MTH,NULL,NULL,N,NULL,C0085207
C0085207,NULL,CUI,RO,C0032969,NULL,CUI,NULL,R03091597,NULL,MTH,MTH,NULL,NULL,N,NULL,C0085207
C0085207,NULL,CUI,RO,C0341893,NULL,CUI,NULL,R03091598,NULL,MTH,MTH,NULL,NULL,N,NULL,C0085207
C0085207,NULL,CUI,RO,C0156882,NULL,CUI,NULL,R03091600,NULL,MTH,MTH,NULL,NULL,N,NULL,C0085207
C0085207,A10825362,CUI,RQ,C0011849,A0404572,AUI,clinically_similar,R03689480,NULL,RAM,RAM,NULL,NULL,N,NULL,C0085207
C0085207,NULL,CUI,RB,C0151864,NULL,CUI,NULL,R13408797,NULL,MTH,MTH,NULL,NULL,N,NULL,C0085207
C0085207,NULL,CUI,RB,C0014130,NULL,CUI,NULL,R28763813,NULL,MTH,MTH,NULL,NULL,N,NULL,C0085207
C0085207,NULL,CUI,RO,C2183115,NULL,CUI,NULL,R91960669,NULL,MTH,MTH,NULL,NULL,N,NULL,C0085207
C0085207,NULL,CUI,RB,C0011849,NULL,CUI,NULL,R91966248,NULL,MTH,MTH,NULL,NULL,N,NULL,C0085207
C0149670,NULL,CUI,RB,C0154249,NULL,CUI,NULL,R02807851,NULL,MTH,MTH,NULL,NULL,N,NULL,C0149670
C0149670,NULL,CUI,RN,C0016952,NULL,CUI,NULL,R02991274,NULL,MTH,MTH,NULL,NULL,N,NULL,C0149670
C0149670,NULL,CUI,RN,C0017980,NULL,CUI,NULL,R02991276,NULL,MTH,MTH,NULL,NULL,N,NULL,C0149670
C0149670,NULL,CUI,RN,C0020615,NULL,CUI,NULL,R02991278,NULL,MTH,MTH,NULL,NULL,N,NULL,C0149670
C0149670,NULL,CUI,RN,C0679413,NULL,CUI,NULL,R02991279,NULL,MTH,MTH,NULL,NULL,N,NULL,C0149670
C0149670,NULL,CUI,RO,C0302820,NULL,CUI,NULL,R03334829,NULL,MTH,MTH,NULL,NULL,N,NULL,C0149670
C0149670,NULL,CUI,RN,C0020456,NULL,CUI,NULL,R146188187,NULL,MTH,MTH,NULL,NULL,N,NULL,C0149670
C0149670,NULL,CUI,RN,C0699848,NULL,CUI,NULL,R28762072,NULL,MTH,MTH,NULL,NULL,N,NULL,C0149670
C0149670,NULL,CUI,RN,C0017919,NULL,CUI,NULL,R31913024,NULL,MTH,MTH,NULL,NULL,N,NULL,C0149670
C0149670,NULL,CUI,RN,C0011849,NULL,CUI,NULL,R91966254,NULL,MTH,MTH,NULL,NULL,N,NULL,C0149670
C0149670,NULL,CUI,RO,C0012634,NULL,CUI,NULL,R91967956,NULL,MTH,MTH,NULL,NULL,N,NULL,C0149670
C0271633,NULL,CUI,RB,C0030286,NULL,CUI,NULL,R02814523,NULL,MTH,MTH,NULL,NULL,N,NULL,C0271633
C0271633,NULL,CUI,RN,C0020615,NULL,CUI,NULL,R02996931,NULL,MTH,MTH,NULL,NULL,N,NULL,C0271633
C0271633,NULL,CUI,RN,C0342218,NULL,CUI,NULL,R02996932,NULL,MTH,MTH,NULL,NULL,N,NULL,C0271633
C0271633,NULL,CUI,RN,C0011847,NULL,CUI,NULL,R02996933,NULL,MTH,MTH,NULL,NULL,N,NULL,C0271633
C0271633,NULL,CUI,RN,C0597167,NULL,CUI,NULL,R02996934,NULL,MTH,MTH,NULL,NULL,N,NULL,C0271633
C0271633,NULL,CUI,RN,C0597168,NULL,CUI,NULL,R02996935,NULL,MTH,MTH,NULL,NULL,N,NULL,C0271633
C0271633,NULL,CUI,RO,C0020459,NULL,CUI,NULL,R03348069,NULL,MTH,MTH,NULL,NULL,N,NULL,C0271633
C0271633,NULL,CUI,RO,C0022131,NULL,CUI,NULL,R19348148,NULL,MTH,MTH,NULL,NULL,N,NULL,C0271633
C0271633,NULL,CUI,RB,C0014130,NULL,CUI,NULL,R28763705,NULL,MTH,MTH,NULL,NULL,N,NULL,C0271633
C0271633,NULL,CUI,RN,C0011849,NULL,CUI,NULL,R91966258,NULL,MTH,MTH,NULL,NULL,N,NULL,C0271633
C0271633,NULL,CUI,RB,C0012634,NULL,CUI,NULL,R91968130,NULL,MTH,MTH,NULL,NULL,N,NULL,C0271633
C0152020,NULL,CUI,RB,C0017127,NULL,CUI,NULL,R02678298,NULL,MTH,MTH,NULL,NULL,N,NULL,C0152020
C0152020,NULL,CUI,RN,C0267176,NULL,CUI,NULL,R02891257,NULL,MTH,MTH,NULL,NULL,N,NULL,C0152020
C0152020,NULL,CUI,RO,C0522224,NULL,CUI,NULL,R03094733,NULL,MTH,MTH,NULL,NULL,N,NULL,C0152020
C0152020,NULL,CUI,RO,C0232574,NULL,CUI,NULL,R03094737,NULL,MTH,MTH,NULL,NULL,N,NULL,C0152020
C0152020,NULL,CUI,RO,C0013396,NULL,CUI,NULL,R03094738,NULL,MTH,MTH,NULL,NULL,N,NULL,C0152020
C0152020,NULL,CUI,RO,C0086525,NULL,CUI,NULL,R03094740,NULL,MTH,MTH,NULL,NULL,N,NULL,C0152020
C0152020,NULL,CUI,RO,C0038353,NULL,CUI,NULL,R03094741,NULL,MTH,MTH,NULL,NULL,N,NULL,C0152020
C0152020,NULL,CUI,RB,C0017178,NULL,CUI,NULL,R103704534,NULL,MTH,MTH,NULL,NULL,N,NULL,C0152020
C0152020,NULL,CUI,RO,C0740411,NULL,CUI,NULL,R123293166,NULL,MTH,MTH,NULL,NULL,N,NULL,C0152020
C0152020,NULL,CUI,RO,C0038351,NULL,CUI,NULL,R13412892,NULL,MTH,MTH,NULL,NULL,N,NULL,C0152020
C0152020,NULL,CUI,RO,C0030552,NULL,CUI,NULL,R25621881,NULL,MTH,MTH,NULL,NULL,N,NULL,C0152020
C0152020,NULL,CUI,RO,C0011849,NULL,CUI,NULL,R91966260,NULL,MTH,MTH,NULL,NULL,N,NULL,C0152020
C0342245,NULL,CUI,RN,C0149942,NULL,CUI,NULL,R02973106,NULL,MTH,MTH,NULL,NULL,N,NULL,C0342245
C0342245,NULL,CUI,RN,C0154830,NULL,CUI,NULL,R02973107,NULL,MTH,MTH,NULL,NULL,N,NULL,C0342245
C0342245,NULL,CUI,RN,C0011876,NULL,CUI,NULL,R02973108,NULL,MTH,MTH,NULL,NULL,N,NULL,C0342245
C0342245,NULL,CUI,RN,C0011884,NULL,CUI,NULL,R02973109,NULL,MTH,MTH,NULL,NULL,N,NULL,C0342245
C0342245,NULL,CUI,RB,C0011849,NULL,CUI,NULL,R91966264,NULL,MTH,MTH,NULL,NULL,N,NULL,C0342245
C0011854,NULL,CUI,RB,C0004364,NULL,CUI,NULL,R02661161,NULL,MTH,MTH,NULL,NULL,N,NULL,C0011854
C0011854,NULL,CUI,RB,C1263961,NULL,CUI,NULL,R02661164,NULL,MTH,MTH,NULL,NULL,N,NULL,C0011854
C0011854,NULL,CUI,RN,C0375114,NULL,CUI,NULL,R02850123,NULL,MTH,MTH,NULL,NULL,N,NULL,C0011854
C0011854,NULL,CUI,RO,C0085243,NULL,CUI,NULL,R03036595,NULL,MTH,MTH,NULL,NULL,N,NULL,C0011854
C0011854,NULL,CUI,RO,C0342302,NULL,CUI,NULL,R03036596,NULL,MTH,MTH,NULL,NULL,N,NULL,C0011854
C0011854,A0047887,CUI,RQ,C0011849,A0404572,AUI,clinically_similar,R03688904,NULL,RAM,RAM,NULL,NULL,N,NULL,C0011854
C0011854,NULL,CUI,RO,C0554876,NULL,CUI,NULL,R116616659,NULL,MTH,MTH,NULL,NULL,N,NULL,C0011854
C0011854,NULL,CUI,RO,C0205734,NULL,CUI,NULL,R116656927,NULL,MTH,MTH,NULL,NULL,N,NULL,C0011854
C0011854,NULL,CUI,RO,C2984334,NULL,CUI,NULL,R124731517,NULL,MTH,MTH,NULL,NULL,N,NULL,C0011854
C0011854,NULL,CUI,RO,C3837958,NULL,CUI,NULL,R172609116,NULL,MTH,MTH,NULL,NULL,N,NULL,C0011854
C0011854,NULL,CUI,RB,C0014130,NULL,CUI,NULL,R28763841,NULL,MTH,MTH,NULL,NULL,N,NULL,C0011854
C0011854,NULL,CUI,RB,C0011849,NULL,CUI,NULL,R91966270,NULL,MTH,MTH,NULL,NULL,N,NULL,C0011854
C0028715,NULL,CUI,RN,C0006625,NULL,CUI,NULL,R02868950,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028715
C0028715,NULL,CUI,RN,C0006663,NULL,CUI,NULL,R02868951,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028715
C0028715,NULL,CUI,RN,C0010403,NULL,CUI,NULL,R02868952,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028715
C0028715,NULL,CUI,RN,C0010674,NULL,CUI,NULL,R02868953,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028715
C0028715,NULL,CUI,RN,C0011175,NULL,CUI,NULL,R02868954,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028715
C0028715,NULL,CUI,RN,C0017979,NULL,CUI,NULL,R02868958,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028715
C0028715,NULL,CUI,RN,C0018099,NULL,CUI,NULL,R02868959,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028715
C0028715,NULL,CUI,RN,C0019114,NULL,CUI,NULL,R02868960,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028715
C0028715,NULL,CUI,RN,C0020443,NULL,CUI,NULL,R02868962,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028715
C0028715,NULL,CUI,RN,C0020473,NULL,CUI,NULL,R02868964,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028715
C0028715,NULL,CUI,RN,C0020615,NULL,CUI,NULL,R02868966,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028715
C0028715,NULL,CUI,RN,C0021645,NULL,CUI,NULL,R02868968,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028715
C0028715,NULL,CUI,RN,C0023787,NULL,CUI,NULL,R02868971,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028715
C0028715,NULL,CUI,RN,C0027080,NULL,CUI,NULL,R02868972,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028715
C0028715,NULL,CUI,RN,C0028754,NULL,CUI,NULL,R02868973,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028715
C0028715,NULL,CUI,RN,C0029442,NULL,CUI,NULL,R02868974,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028715
C0028715,NULL,CUI,RN,C0032827,NULL,CUI,NULL,R02868976,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028715
C0028715,NULL,CUI,RN,C0041948,NULL,CUI,NULL,R02868977,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028715
C0028715,NULL,CUI,RN,C0042847,NULL,CUI,NULL,R02868978,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028715
C0028715,NULL,CUI,RN,C0042870,NULL,CUI,NULL,R02868979,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028715
C0028715,NULL,CUI,RN,C0042880,NULL,CUI,NULL,R02868980,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028715
C0028715,NULL,CUI,RN,C0043325,NULL,CUI,NULL,R02868981,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028715
C0028715,NULL,CUI,RN,C0020557,NULL,CUI,NULL,R02868983,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028715
C0028715,NULL,CUI,RN,C0041364,NULL,CUI,NULL,R02868984,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028715
C0028715,NULL,CUI,RN,C1262477,NULL,CUI,NULL,R02868986,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028715
C0028715,NULL,CUI,RN,C0035078,NULL,CUI,NULL,R02868987,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028715
C0028715,NULL,CUI,RN,C0302813,NULL,CUI,NULL,R02868990,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028715
C0028715,NULL,CUI,RN,C0029453,NULL,CUI,NULL,R02868991,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028715
C0028715,NULL,CUI,RN,C1510471,NULL,CUI,NULL,R02868993,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028715
C0028715,NULL,CUI,RN,C0001125,NULL,CUI,NULL,R02868994,NULL,MTH,MTH,NULL,NULL,N,NULL,C0028715
