CUI1,AUI1,STYPE1,REL,CUI2,AUI2,STYPE2,RELA,RUI,SRUI,SAB,SL,RG,DIR,SUPPRESS,CVF
C0041296,NULL,CUI,RO,C0229619,NULL,CUI,NULL,R25622940,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RO,C0027765,NULL,CUI,NULL,R25622941,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RO,C0486278,NULL,CUI,NULL,R25622942,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RO,C0264070,NULL,CUI,NULL,R25622943,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RO,C0260341,NULL,CUI,NULL,R25622944,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RO,C0220811,NULL,CUI,NULL,R25622945,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RO,C0405580,NULL,CUI,NULL,R25622946,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RO,C0157790,NULL,CUI,NULL,R25622947,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RO,C0483226,NULL,CUI,NULL,R25622950,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RO,C0549469,NULL,CUI,NULL,R25622951,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RO,C0001623,NULL,CUI,NULL,R25622954,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0275887,NULL,CUI,NULL,R28725607,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RO,C0005956,NULL,CUI,NULL,R28742935,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RO,C0001403,NULL,CUI,NULL,R31836109,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0041301,NULL,CUI,NULL,R31915037,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RO,C0026912,NULL,CUI,NULL,R33800532,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0041327,NULL,CUI,NULL,R38371367,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RO,C0003448,NULL,CUI,NULL,R45588666,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RO,C0026860,NULL,CUI,NULL,R58620681,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RO,C0521346,NULL,CUI,NULL,R91983503,NULL,MTH,MTH,NULL,NULL,N,NULL
C0041296,NULL,CUI,RN,C0546992,NULL,CUI,NULL,R92278150,NULL,MTH,MTH,NULL,NULL,N,NULL
C0178316,NULL,CUI,RB,C0016658,NULL,CUI,NULL,R02786463,NULL,MTH,MTH,NULL,NULL,N,NULL
C0178316,NULL,CUI,RN,C0281849,NULL,CUI,NULL,R02973185,NULL,MTH,MTH,NULL,NULL,N,NULL
C0178316,NULL,CUI,RO,C0281850,NULL,CUI,NULL,R03285090,NULL,MTH,MTH,NULL,NULL,N,NULL
C0178316,NULL,CUI,RO,C0159804,NULL,CUI,NULL,R03285091,NULL,MTH,MTH,NULL,NULL,N,NULL
C0178316,NULL,CUI,RO,C0026860,NULL,CUI,NULL,R58620542,NULL,MTH,MTH,NULL,NULL,N,NULL
C0235974,NULL,CUI,RO,C2984259,NULL,CUI,NULL,R125059982,NULL,MTH,MTH,NULL,NULL,N,NULL
C0235974,NULL,CUI,RO,C0346647,NULL,CUI,NULL,R126031959,NULL,MTH,MTH,NULL,NULL,N,NULL
C0235974,NULL,CUI,RN,C0281361,NULL,CUI,NULL,R40026433,NULL,MTH,MTH,NULL,NULL,N,NULL
C0235974,NULL,CUI,RO,C0153459,NULL,CUI,NULL,R40026435,NULL,MTH,MTH,NULL,NULL,N,NULL
C0235974,NULL,CUI,RO,C0153460,NULL,CUI,NULL,R40026437,NULL,MTH,MTH,NULL,NULL,N,NULL
C0235974,NULL,CUI,RO,C0153458,NULL,CUI,NULL,R40026439,NULL,MTH,MTH,NULL,NULL,N,NULL
C0235974,NULL,CUI,RO,C0153463,NULL,CUI,NULL,R40026443,NULL,MTH,MTH,NULL,NULL,N,NULL
C0235974,NULL,CUI,RO,C0153461,NULL,CUI,NULL,R40026445,NULL,MTH,MTH,NULL,NULL,N,NULL
C0235974,NULL,CUI,RB,C0030297,NULL,CUI,NULL,R40026452,NULL,MTH,MTH,NULL,NULL,N,NULL
C0261435,NULL,CUI,RB,C0261495,NULL,CUI,NULL,R02793927,NULL,MTH,MTH,NULL,NULL,N,NULL
C0261435,NULL,CUI,RN,C0261429,NULL,CUI,NULL,R02977463,NULL,MTH,MTH,NULL,NULL,N,NULL
C0261435,NULL,CUI,RN,C0261430,NULL,CUI,NULL,R02977464,NULL,MTH,MTH,NULL,NULL,N,NULL
C0261435,NULL,CUI,RN,C0261427,NULL,CUI,NULL,R02977465,NULL,MTH,MTH,NULL,NULL,N,NULL
C0261435,NULL,CUI,RN,C0261426,NULL,CUI,NULL,R02977466,NULL,MTH,MTH,NULL,NULL,N,NULL
C0261435,NULL,CUI,RN,C0261431,NULL,CUI,NULL,R02977467,NULL,MTH,MTH,NULL,NULL,N,NULL
C0261435,NULL,CUI,RN,C0261422,NULL,CUI,NULL,R02977468,NULL,MTH,MTH,NULL,NULL,N,NULL
C0261435,NULL,CUI,RN,C0261428,NULL,CUI,NULL,R02977469,NULL,MTH,MTH,NULL,NULL,N,NULL
C0261435,NULL,CUI,RN,C0261432,NULL,CUI,NULL,R02977470,NULL,MTH,MTH,NULL,NULL,N,NULL
C0261435,NULL,CUI,RN,C0261434,NULL,CUI,NULL,R02977472,NULL,MTH,MTH,NULL,NULL,N,NULL
C0261435,NULL,CUI,RO,C0416576,NULL,CUI,NULL,R25624583,NULL,MTH,MTH,NULL,NULL,N,NULL
C0261435,NULL,CUI,RN,C1384500,NULL,CUI,NULL,R44227995,NULL,MTH,MTH,NULL,NULL,N,NULL
C0424605,NULL,CUI,RN,C0023014,NULL,CUI,NULL,R02983240,NULL,MTH,MTH,NULL,NULL,N,NULL
C0424605,NULL,CUI,RN,C0154631,NULL,CUI,NULL,R02983245,NULL,MTH,MTH,NULL,NULL,N,NULL
C0424605,NULL,CUI,RN,C0154633,NULL,CUI,NULL,R02983246,NULL,MTH,MTH,NULL,NULL,N,NULL
C0424605,NULL,CUI,RN,C0154634,NULL,CUI,NULL,R02983247,NULL,MTH,MTH,NULL,NULL,N,NULL
C0424605,NULL,CUI,RN,C0154635,NULL,CUI,NULL,R02983248,NULL,MTH,MTH,NULL,NULL,N,NULL
C0424605,NULL,CUI,RO,C0008073,NULL,CUI,NULL,R03318532,NULL,MTH,MTH,NULL,NULL,N,NULL
C0424605,NULL,CUI,RO,C0023186,NULL,CUI,NULL,R03318533,NULL,MTH,MTH,NULL,NULL,N,NULL
C0424605,NULL,CUI,RO,C0869474,NULL,CUI,NULL,R03318537,NULL,MTH,MTH,NULL,NULL,N,NULL
C0424605,NULL,CUI,RO,C0011757,NULL,CUI,NULL,R03318538,NULL,MTH,MTH,NULL,NULL,N,NULL
C0424605,NULL,CUI,RO,C1411876,NULL,CUI,NULL,R103691868,NULL,MTH,MTH,NULL,NULL,N,NULL
C0424605,NULL,CUI,RO,C0338982,NULL,CUI,NULL,R134158178,NULL,MTH,MTH,NULL,NULL,N,NULL
C0424605,NULL,CUI,RO,C0557874,NULL,CUI,NULL,R156635843,NULL,MTH,MTH,NULL,NULL,N,NULL
C0424605,NULL,CUI,RO,C0003910,NULL,CUI,NULL,R162108751,NULL,MTH,MTH,NULL,NULL,N,NULL
C0424605,NULL,CUI,RN,C0476254,NULL,CUI,NULL,R25619123,NULL,MTH,MTH,NULL,NULL,N,NULL
C0424605,NULL,CUI,RO,C0025362,NULL,CUI,NULL,R28771128,NULL,MTH,MTH,NULL,NULL,N,NULL
C0424605,NULL,CUI,RN,C0026613,NULL,CUI,NULL,R71514186,NULL,MTH,MTH,NULL,NULL,N,NULL
C0424605,NULL,CUI,RN,C0339001,NULL,CUI,NULL,R71514188,NULL,MTH,MTH,NULL,NULL,N,NULL
C0424605,NULL,CUI,RN,C0015544,NULL,CUI,NULL,R71514190,NULL,MTH,MTH,NULL,NULL,N,NULL
C0424605,NULL,CUI,RO,C0751263,NULL,CUI,NULL,R71514192,NULL,MTH,MTH,NULL,NULL,N,NULL
C0424605,NULL,CUI,RN,C0023012,NULL,CUI,NULL,R71514194,NULL,MTH,MTH,NULL,NULL,N,NULL
C0424605,NULL,CUI,RO,C0424230,NULL,CUI,NULL,R71514196,NULL,MTH,MTH,NULL,NULL,N,NULL
C0424605,NULL,CUI,RN,C0037785,NULL,CUI,NULL,R71514200,NULL,MTH,MTH,NULL,NULL,N,NULL
C0424605,NULL,CUI,RO,C0020119,NULL,CUI,NULL,R71514202,NULL,MTH,MTH,NULL,NULL,N,NULL
C0424605,NULL,CUI,RO,C0243107,NULL,CUI,NULL,R71514207,NULL,MTH,MTH,NULL,NULL,N,NULL
C0424605,NULL,CUI,RO,C0678967,NULL,CUI,NULL,R71514209,NULL,MTH,MTH,NULL,NULL,N,NULL
C0424605,NULL,CUI,RB,C0679445,NULL,CUI,NULL,R71514211,NULL,MTH,MTH,NULL,NULL,N,NULL
C0424605,NULL,CUI,RN,C0151686,NULL,CUI,NULL,R71514215,NULL,MTH,MTH,NULL,NULL,N,NULL
C0424605,NULL,CUI,RB,C0236101,NULL,CUI,NULL,R71514217,NULL,MTH,MTH,NULL,NULL,N,NULL
C0424605,NULL,CUI,RN,C0920296,NULL,CUI,NULL,R94727096,NULL,MTH,MTH,NULL,NULL,N,NULL
