CUI1,CUI2
C0544452,C0004936
C0544452,C0012634
C0544452,C0085415
C0544452,C0153869
C0544452,C0153871
C0544452,C0153876
C0544452,C0153878
C0544452,C0153880
C0544452,C0153886
C0544452,C0153888
C0544452,C0153890
C0544452,C0153892
C0544452,C0153898
C0544452,C0153900
C0544452,C0153902
C0544452,C0153912
C0544452,C0153914
C0544452,C0679254
C0544452,C0686584
C0544452,C0686586
C0544452,C0686589
C0544452,C0686591
C0544452,C0686593
C0544452,C0686595
C0544452,C0686597
C0544452,C0686601
C0544452,C2004454
C0556006,C0679384
C0556006,C0013473
C0556006,C0013895
C0556006,C0027932
C0556006,C0031212
C0556006,C0033953
C0556006,C0033975
C0556006,C0149654
C0556006,C0233401
C0556006,C0338910
C0556006,C0349336
C0556006,C0679230
C0556006,C0679272
C0556006,C0679296
C0556006,C0679483
C0556006,C0679495
C0556006,C0700201
C0556006,C0851578
C0556006,C1321905
C0556006,C0004936
C0556006,C0013080
C0556006,C0013987
C0556006,C0020021
C0556006,C0025353
C0556006,C0033912
C0556006,C0149784
C0556006,C0221423
C0556006,C0233632
C0556006,C0277553
C0556006,C0678969
C0556006,C0679108
C0556006,C0679578
C0556006,C0679855
C0556006,C0683035
C0556006,C0683471
C0600104,C0004927
C0600104,C0677505
C0600104,C0679160
C0600104,C0028765
C0600104,C0237831
C0600104,C0003467
C0600104,C0004936
C0600104,C0009595
C0600104,C0021122
C0600104,C0026605
C0600104,C0027932
C0600104,C0028768
C0600104,C0031212
C0600104,C0033975
C0600104,C0035651
C0600104,C0233401
C0600104,C0233697
C0600104,C0302832
C0600104,C0542334
C0600104,C0553729
C0600104,C0678308
C0600104,C0683022
C0600104,C0700613
C0600104,C1510472
C0600104,C2919052
C0677660,C0004936
C0677660,C0027932
C0677660,C0085633
C0677660,C0233459
C0677660,C0525045
C0677660,C0597316
C0677660,C0677661
C0677660,C0851311
C0683369,C0027765
C0683369,C0234428
C0683369,C0549249
C0683369,C0004936
C0683369,C0009676
C0683369,C0012833
C0683369,C0013987
C0683369,C0016770
C0683369,C0026516
C0683369,C0029221
C0683369,C0033975
C0683369,C0154333
C0683369,C0233407
C0683369,C0233632
C0683369,C0233800
C0683369,C0392612
C0683369,C0424528
C0683369,C0595963
C0683369,C0813178
C0683369,C1963086
C0683369,C2713234
C0700137,C0680209
C0700137,C0004936
C0700137,C0085632
C0700137,C0086972
C0700137,C0237868
C0700201,C0037313
C0700201,C0233401
C0700201,C0556006
C0700201,C0679483
C0700201,C0013373
C0700201,C0020524
C0700201,C0020528
C0700201,C0021603
C0700201,C0027404
C0700201,C0030508
C0700201,C0037315
C0700201,C0037320
C0700201,C0037672
C0700201,C0150079
C0700201,C0154571
C0700201,C0234458
C0700201,C0236993
C0700201,C0392188
C0700201,C0393761
C0700201,C0860509
C0700201,C0877792
C0700201,C3887605
C0700201,C0004936
C0700201,C0008489
C0700201,C0013144
C0700201,C0023974
C0700201,C0027769
C0700201,C0037088
C0700201,C0037316
C0700201,C0037317
C0700201,C0037384
C0700201,C0043387
C0700201,C0233773
C0700201,C0234428
C0700201,C0542313
C0700201,C0597387
C0700201,C0679012
C0700201,C0751509
C0700201,C0851578
C0700201,C0917801
C0700201,C0920289
C0700613,C0236816
C0700613,C0424139
C0700613,C0683412
C0700613,C0027769
C0700613,C0085380
C0700613,C0154455
C0700613,C0231397
C0700613,C0235111
C0700613,C0262373
C0700613,C0262376
C0700613,C0262377
C0700613,C0458631
C0700613,C1279420
C0700613,C0003467
C0700613,C0003469
C0700613,C0004936
C0700613,C0013987
C0700613,C0015726
C0700613,C0018379
C0700613,C0022107
C0700613,C0022371
C0700613,C0026516
C0700613,C0027932
C0700613,C0028768
C0700613,C0030318
C0700613,C0030319
C0700613,C0036938
C0700613,C0038435
C0700613,C0085631
C0700613,C0086769
C0700613,C0150135
C0700613,C0150157
C0700613,C0154587
C0700613,C0184511
C0700613,C0233481
C0700613,C0233485
C0700613,C0235106
C0700613,C0235107
C0700613,C0235108
C0700613,C0235109
C0700613,C0235110
C0700613,C0236748
C0700613,C0239846
C0700613,C0270302
C0700613,C0270549
C0700613,C0302832
C0700613,C0349231
C0700613,C0424169
C0700613,C0542180
C0700613,C0549209
C0700613,C0549258
C0700613,C0600104
C0700613,C0679489
C0700613,C0684322
C0700613,C0700031
C0700613,C1827755
C0700613,C2713234
C0837158,C0004936
C0848067,C0260658
C0848067,C0260654
C0848067,C0260655
C0848067,C0260656
C0848067,C0004936
C0848067,C0027932
C0848067,C0205486
C0848067,C0233514
C0848067,C0233522
C0848067,C0260657
C0848067,C1277043
C0851578,C0012634
C0851578,C0037313
C0851578,C0233401
C0851578,C0556006
C0851578,C0679483
C0851578,C0013373
C0851578,C0020524
C0851578,C0020528
C0851578,C0021603
C0851578,C0021607
C0851578,C0027404
C0851578,C0030508
C0851578,C0037315
C0851578,C0037320
C0851578,C0037672
C0851578,C0150079
C0851578,C0154564
C0851578,C0154565
C0851578,C0154571
C0851578,C0234458
C0851578,C0236993
C0851578,C0270543
C0851578,C0392188
C0851578,C0393761
C0851578,C0860509
C0851578,C0877792
C0851578,C3887605
C0851578,C0004936
C0851578,C0008489
C0851578,C0013144
C0851578,C0023974
C0851578,C0027769
C0851578,C0037088
C0851578,C0037316
C0851578,C0037317
C0851578,C0037384
C0851578,C0043387
C0851578,C0233773
C0851578,C0234428
C0851578,C0517880
C0851578,C0542313
C0851578,C0597387
C0851578,C0679012
C0851578,C0700201
C0851578,C0917801
C0851578,C0920289
C0858950,C0004936
C0858950,C0277577
C1277043,C0004936
C1277043,C0205486
C1277043,C0229992
C1277043,C0563143
C1277043,C0848067
C1277043,C1306597
C1457887,C0178310
C1457887,C0392156
C1457887,C0679215
C1457887,C0001241
C1457887,C0003129
C1457887,C0003130
C1457887,C0003635
C1457887,C0004134
C1457887,C0004377
C1457887,C0005899
C1457887,C0007370
C1457887,C0007398
C1457887,C0008582
C1457887,C0009421
C1457887,C0011551
C1457887,C0013384
C1457887,C0013404
C1457887,C0015672
C1457887,C0015732
C1457887,C0015967
C1457887,C0018681
C1457887,C0019080
C1457887,C0020456
C1457887,C0020505
C1457887,C0020578
C1457887,C0020672
C1457887,C0021603
C1457887,C0027497
C1457887,C0028754
C1457887,C0030193
C1457887,C0030552
C1457887,C0033774
C1457887,C0036572
C1457887,C0036974
C1457887,C0037763
C1457887,C0039070
C1457887,C0040188
C1457887,C0040822
C1457887,C0041667
C1457887,C0042024
C1457887,C0042420
C1457887,C0042571
C1457887,C0042963
C1457887,C0086525
C1457887,C0149779
C1457887,C0178417
C1457887,C0221470
C1457887,C0231918
C1457887,C0232461
C1457887,C0233401
C1457887,C0233415
C1457887,C0236018
C1457887,C0240577
C1457887,C0240807
C1457887,C0240886
C1457887,C0240887
C1457887,C0240888
C1457887,C0240889
C1457887,C0240890
C1457887,C0241739
C1457887,C0241740
C1457887,C0241741
C1457887,C0278076
C1457887,C0424295
C1457887,C0476273
C1457887,C0476288
C1457887,C0553668
C1457887,C0553708
C1457887,C0595883
C1457887,C0595931
C1457887,C0679309
C1457887,C0700075
C1457887,C0702141
C1457887,C0728950
C1457887,C0850060
C1457887,C3714552
C1457887,C0003621
C1457887,C0004930
C1457887,C0004936
C1457887,C0006370
C1457887,C0006895
C1457887,C0012634
C1457887,C0017301
C1457887,C0018944
C1457887,C0026650
C1457887,C0027765
C1457887,C0031809
C1457887,C0033931
C1457887,C0038271
C1457887,C0231220
C1457887,C0242422
C1457887,C0392360
C1457887,C0451524
C1457887,C0549469
C1457887,C0679128
C1849648,C0004936
C0010598,C0525045
C0010598,C0013415
C0010598,C0154459
C0010598,C0302874
C0010598,C0005586
C0010598,C0011581
C0010598,C0027804
C0010598,C0029633
C0010598,C0041899
C0010598,C0235852
C0010598,C0241934
C0010598,C0553729
C0010598,C0581391
C0010598,C0598258
C0010598,C0598259
C0010598,C0948853
C0010598,C2700438
C0010598,C2700439
C0010598,C2700440
C0012706,C0525045
C0012706,C0013415
C0012706,C0024517
C0012706,C0041696
C0012706,C0154403
C0012706,C0154404
C0012706,C0154405
C0012706,C0154406
C0012706,C0154409
C0012706,C0154411
C0012706,C0154412
C0012706,C0154413
C0012706,C0302874
C0012706,C0338893
C0012706,C0743072
C0012706,C1269683
C0012706,C3665435
C0012706,C0005586
C0012706,C0011570
C0012706,C0011573
C0012706,C0011579
C0012706,C0011581
C0012706,C0025193
C0012706,C0027932
C0012706,C0038661
C0012706,C0086133
C0012706,C0154437
C0012706,C0236756
C0012706,C0270458
C0012706,C0338908
C0012706,C0344315
C0012706,C0349217
C0012706,C0522168
C0012706,C0868892
C0012706,C0868893
C0012706,C0868894
C0012706,C2700438
C0012706,C2700439
C0012706,C2700440
C0029232,C0029227
C0029232,C0236747
C0029232,C0525045
C0029232,C0859649
C0029232,C0679304
C0029232,C0041891
C0085159,C0525045
C0085159,C0005551
C0085159,C0011573
C0085159,C0013987
C0085159,C0026516
C0085159,C0031740
C0085159,C0031765
C0085159,C0085633
C0085159,C0221480
C0085159,C0241999
C0085159,C0242672
C0085159,C0344315
C0085159,C0476477
C0085159,C0522168
C0085159,C0681766
C0085159,C1269683
C0085159,C2713234
C0085159,C3536794
C0154403,C0011570
C0154403,C0011581
C0154403,C0012706
C0154403,C0024517
C0154403,C0525045
C0154403,C0344315
C0154404,C0011570
C0154404,C0011581
C0154404,C0012706
C0154404,C0024517
C0154404,C0525045
C0154404,C0154406
C0154404,C0344315
C0233469,C0525045
C0233469,C0085632
C0233469,C0436596
C0233471,C0525045
C0233471,C0085632
C0233479,C0525045
C0233479,C0005586
C0233479,C0018592
C0233479,C0235146
C0233479,C0338831
C0233479,C2700438
C0233479,C2700439
C0233479,C2700440
C0233681,C0011142
C0233681,C0011253
C0233681,C0525045
C0233681,C0027401
C0233681,C0036349
C0233681,C0085632
C0233681,C0086132
C0233681,C0235146
C0233681,C0687705
C0557904,C0525045
C0557904,C0007421
C0557904,C0009967
C0557904,C0011142
C0557904,C0020793
C0557904,C0597316
C0557904,C0679089
C0557904,C0237715
C0557904,C0679104
C0557904,C0683269
C0679473,C0525045
C0679474,C0525045
C0679474,C0085632
C0679475,C0525045
C0679475,C0679476
C0679475,C0683401
C0679475,C0001807
C0679475,C0034634
C0679475,C0152183
C1291710,C0525045
C1291710,C0085633
C1291710,C2939186
C3665435,C0011570
C3665435,C0011581
C3665435,C0012706
C3665435,C0154409
C3665435,C0525045
C3665435,C0344315
C0011581,C0011570
C0011581,C0027932
C0011581,C0011579
C0011581,C0024517
C0011581,C0025193
C0011581,C0154403
C0011581,C0154404
C0011581,C0154405
C0011581,C0154406
C0011581,C0154409
C0011581,C0154411
C0011581,C0154412
C0011581,C0154413
C0011581,C0154437
C0011581,C0270458
C0011581,C0302874
C0011581,C0338893
C0011581,C0743072
C0011581,C3665435
C0011581,C3825452
C0011581,C3825465
C0011581,C0005586
C0011581,C0010598
C0011581,C0011570
C0011581,C0012706
C0011581,C0013415
C0011581,C0027804
C0011581,C0038661
C0011581,C0150041
C0011581,C0178417
C0011581,C0282126
C0011581,C0338908
C0011581,C0344315
C0011581,C0349217
C0011581,C0522168
C0011581,C0525045
C0011581,C0679108
C0011581,C0812393
C0011581,C1269683
C0011581,C1579931
C0011581,C1999266
C0011581,C2700438
C0011581,C2700439
C0011581,C2700440
C0013987,C0002957
C0013987,C0003467
C0013987,C0010399
C0013987,C0013989
C0013987,C0015726
C0013987,C0016770
C0013987,C0018379
C0013987,C0018592
C0013987,C0022107
C0013987,C0022371
C0013987,C0023974
C0013987,C0024028
C0013987,C0036938
C0013987,C0085632
C0013987,C0150041
C0013987,C0178734
C0013987,C0233495
C0013987,C0233496
C0013987,C0235146
C0013987,C0237428
C0013987,C0237932
C0013987,C0242114
C0013987,C0242270
C0013987,C0344315
C0013987,C0392347
C0013987,C0423896
C0013987,C0424134
C0013987,C0679101
C0013987,C0679102
C0013987,C0679103
C0013987,C0679105
C0013987,C0679107
C0013987,C0679113
C0013987,C0679114
C0013987,C0679138
C0013987,C0683278
C0013987,C0935620
C0013987,C3825175
C0013987,C0001721
C0013987,C0001726
C0013987,C0004271
C0013987,C0006019
C0013987,C0009676
C0013987,C0011570
C0013987,C0018897
C0013987,C0021797
C0013987,C0026516
C0013987,C0026530
C0013987,C0031208
C0013987,C0033909
C0013987,C0039474
C0013987,C0085159
C0013987,C0085631
C0013987,C0085633
C0013987,C0233849
C0013987,C0237593
C0013987,C0241999
C0013987,C0302826
C0013987,C0424090
C0013987,C0525045
C0013987,C0542317
C0013987,C0556006
C0013987,C0677629
C0013987,C0678659
C0013987,C0679104
C0013987,C0679108
C0013987,C0681636
C0013987,C0683369
C0013987,C0684322
C0013987,C0700075
C0013987,C0700613
C0013987,C0849912
C0013987,C1527305
C0013987,C2713234
C0013987,C3824940
C0013987,C3825467
C0013987,C3826407
C0013987,C3887804
C0233862,C0019681
C0233862,C0021139
C0233862,C0041899
C0233862,C0221175
C0233862,C0525045
C0237593,C0233849
C0237593,C0013987
C0237593,C0525045
C0237593,C0542317
C2707263,C0525045
C0553729,C0003114
C0553729,C0003431
C0553729,C0003944
C0553729,C0004352
C0553729,C0004444
C0553729,C0004930
C0553729,C0009595
C0553729,C0010598
C0553729,C0011548
C0553729,C0011551
C0553729,C0016142
C0553729,C0019681
C0553729,C0020701
C0553729,C0020903
C0553729,C0021124
C0553729,C0021125
C0553729,C0021139
C0553729,C0022734
C0553729,C0027402
C0553729,C0027932
C0553729,C0029233
C0553729,C0029707
C0553729,C0030477
C0553729,C0030631
C0553729,C0031208
C0553729,C0031212
C0553729,C0033931
C0553729,C0033975
C0553729,C0036339
C0553729,C0036363
C0553729,C0085633
C0553729,C0152183
C0553729,C0221175
C0553729,C0233514
C0553729,C0233523
C0553729,C0233639
C0553729,C0233719
C0553729,C0233849
C0553729,C0235146
C0553729,C0235157
C0553729,C0235181
C0553729,C0235183
C0553729,C0235184
C0553729,C0235185
C0553729,C0235187
C0553729,C0235852
C0553729,C0236792
C0553729,C0240735
C0553729,C0277577
C0553729,C0302527
C0553729,C0424462
C0553729,C0541732
C0553729,C0541975
C0553729,C0542257
C0553729,C0600104
C0154434,C2937260
C0154434,C0154421
C0154434,C0154428
C0154434,C0270434
C1416965,C1416966
C1416965,C1839839
C1416965,C1852197
C1416965,C1864994
C1416965,C1970943
C1416965,C1970944
C1416965,C1970945
C1416966,C1416965
C1416966,C1839839
C1852197,C0005586
C1852197,C1416965
C1852197,C1839839
C1852197,C1970943
C1852197,C1970944
C1852197,C1970945
C1852197,C2700438
C1852197,C2700439
C1852197,C2700440
C1970943,C0005586
C1970943,C1416965
C1970943,C1839839
C1970943,C1852197
C1970943,C1970944
C1970943,C1970945
C1970943,C2700438
C1970943,C2700439
C1970943,C2700440
C1970944,C0005586
C1970944,C1416965
C1970944,C1839839
C1970944,C1852197
C1970944,C1970943
C1970944,C1970945
C1970944,C2700438
C1970944,C2700439
C1970944,C2700440
C1970945,C0005586
C1970945,C1416965
C1970945,C1839839
C1970945,C1852197
C1970945,C1970943
C1970945,C1970944
C1970945,C2700438
C1970945,C2700439
C1970945,C2700440
C1839839,C0005586
C1839839,C2700438
C1839839,C2700440
C1839839,C1416965
C1839839,C1416966
C1839839,C1852197
C1839839,C1970943
C1839839,C1970944
C1839839,C1970945
C1839839,C2700439
C0154432,C0005586
C0154432,C2700438
C0154432,C2700439
C0154432,C2700440
C0154432,C2937260
C0154433,C0005586
C0154433,C2700438
C0154433,C2700439
C0154433,C2700440
C0154433,C2937260
C0270434,C0005586
C0270434,C2700438
C0270434,C2700439
C0270434,C2700440
C0270434,C2937260
C0270434,C0154422
C0270434,C0154429
C0270434,C0154434
C0865318,C0005586
C0865318,C2700438
C0865318,C2700439
C0865318,C2700440
C0865319,C0005586
C0865319,C2700438
C0865319,C2700439
C0865319,C2700440
C0152125,C0033975
C0152125,C0679482
C0152125,C0005586
C0152125,C0030477
C0152125,C0036349
C0152125,C0152126
C0152125,C0687705
C0152125,C1318017
C0152125,C2700438
C0152125,C2700439
C0152125,C2700440
C0154393,C0236756
C0154393,C0005586
C0154393,C0154400
C0154393,C2700438
C0154393,C2700439
C0154393,C2700440
C0154436,C0338831
C0154436,C0005586
C0154436,C2700438
C0154436,C2700439
C0154436,C2700440
C0154437,C0011581
C0154437,C0005586
C0154437,C0011570
C0154437,C0012706
C0154437,C2700438
C0154437,C2700439
C0154437,C2700440
C0855233,C0005586
C0855233,C1456308
C0855233,C2700438
C0855233,C2700439
C0855233,C2700440
C2874891,C2937260
C2874892,C2937260
C0236780,C2937260
C0859654,C2937260
C2939428,C2937260
C0013415,C0010598
C0013415,C0012706
C0013415,C0178417
C0013415,C0282126
C0013415,C0011573
C0013415,C0011581
C0013415,C0027804
C0013415,C0027821
C0013415,C0221508
C0013415,C1269683
C0154459,C0010598
C0154459,C0544669
C0302874,C0010598
C0302874,C0011581
C0302874,C0012706
C0029633,C0019681
C0029633,C0029707
C0029633,C0010598
C0041899,C0019681
C0041899,C0010598
C0041899,C0085633
C0041899,C0233862
C0581391,C0010598
C0581391,C0865334
C0581391,C3665457
C0598258,C0010598
C0598259,C0010598
C0948853,C0010598
C0154405,C0011581
C0154405,C0012706
C0154405,C0024517
C0154406,C0011581
C0154406,C0012706
C0154406,C0024517
C0154406,C0154404
C0154411,C0011570
C0154411,C0011581
C0154411,C0012706
C0154411,C0154409
C0154411,C0009241
C0154411,C0086132
C0154411,C0344315
C0154412,C0011570
C0154412,C0011581
C0154412,C0012706
C0154412,C0154409
C0154412,C0009241
C0154412,C0086132
C0154412,C0344315
C0154413,C0011570
C0154413,C0011581
C0154413,C0012706
C0154413,C0154409
C0154413,C0009241
C0154413,C0086132
C0154413,C0338908
C0154413,C0344315
C0338893,C0011581
C0338893,C0012706
C0338893,C0154409
C3825452,C0011581
C3825465,C0011581
C0150041,C0013987
C0150041,C0026516
C0150041,C0679160
C0150041,C2713234
C0150041,C0011581
C0150041,C0018897
C0150041,C0085632
C0150041,C0233401
C0150041,C0233488
C0150041,C0677629
C0150041,C1269683
C0150041,C4054982
C0178417,C0013415
C0178417,C1457887
C0178417,C0011570
C0178417,C0011581
C0178417,C0027932
C0178417,C0033950
C0178417,C0036341
C0178417,C0184558
C0178417,C0344315
C0282126,C0013415
C0282126,C0011573
C0282126,C0011581
C0282126,C0221508
C0338908,C0011570
C0338908,C0011581
C0338908,C0012706
C0338908,C0154413
C0338908,C0235136
C0349217,C0011570
C0349217,C1269683
C0349217,C0011579
C0349217,C0011581
C0349217,C0012706
C0349217,C0344315
C0349217,C0812393
C0349217,C1579931
C0349217,C1999266
C0812393,C0011570
C0812393,C0011581
C0812393,C0038661
C0812393,C0344315
C0812393,C0349217
C0812393,C1524032
C0812393,C1524033
C0812393,C1579931
C0812393,C1999266
C1579931,C0011570
C1579931,C0011581
C1579931,C0086132
C1579931,C0344315
C1579931,C0349217
C1579931,C0812393
C1579931,C1999266
C1999266,C0011570
C1999266,C0011581
C1999266,C0344315
C1999266,C0349217
C1999266,C0812393
C1999266,C1579931
C0041696,C0011570
C0041696,C0011570
C0041696,C0012706
C0041696,C0011573
C0041696,C1269683
C0086133,C0011573
C0086133,C0012706
C0868892,C0012706
C0868892,C0868893
C0868892,C0868894
C0868893,C0011570
C0868893,C0012706
C0868893,C0868892
C0868893,C0868894
C0868894,C0012706
C0868894,C0868892
C0868894,C0868893
C0679482,C0349204
C0679482,C0152125
C0030477,C0009084
C0030477,C0031212
C0030477,C0033975
C0030477,C0036349
C0030477,C0152119
C0030477,C0152125
C0030477,C0553729
C0030477,C0687705
C0152126,C0033975
C0152126,C0036349
C0152126,C0687705
C0152126,C0152125
C0152126,C0948981
C1318017,C0152125
C0154400,C0338832
C0154400,C0154393
C0018592,C0013987
C0018592,C0026516
C0018592,C2713234
C0018592,C0233479
C0018592,C0233492
C0018592,C0235146
C0018592,C0238979
C0018592,C0423896
C0018592,C0679105
C0018592,C4316940
C0011580,C0011570
C0011580,C0011579
C0011580,C0235135
C0011580,C0270458
C0011580,C0743072
C0011580,C0011573
C0011580,C0033975
C0221745,C0270458
C0221745,C0743072
C3665340,C0270458
C0865308,C0338831
C0865309,C0338831
C0544669,C0154459
C0544669,C0241934
C0544669,C0338831
C0564408,C0338831
C1456308,C0855233
C0679604,C0033871
C0679604,C4049644
C0679604,C0451022
C0679604,C1269683
C0701819,C0154409
C0701819,C1269683
C0701819,C1282644
C1282644,C0154409
C1282644,C1269683
C1282644,C0701819
C0011574,C0011570
C0011574,C1269683
C0011574,C1571983
C0011574,C1571984
C0221480,C0034897
C0221480,C0035020
C0221480,C0085159
C0221480,C0154409
C0221480,C1269683
C0233477,C0700075
C0233477,C0011570
C0233477,C0011573
C0233477,C0085631
C0233477,C0344315
C0233477,C1269683
C0520665,C1269683
C1571984,C0011574
C1571984,C1269683
C0011570,C0011570
C0011570,C0004936
C0011570,C0026516
C0011570,C2713234
C0011570,C0011579
C0011570,C0041696
C0011570,C0154403
C0011570,C0154404
C0011570,C0154411
C0011570,C0154412
C0011570,C0154413
C0011570,C0221074
C0011570,C0235136
C0011570,C0235876
C0011570,C0270458
C0011570,C0349217
C0011570,C0541868
C0011570,C0541869
C0011570,C0743072
C0011570,C0812393
C0011570,C1269683
C0011570,C3665435
C0011570,C0001622
C0011570,C0003289
C0011570,C0011573
C0011570,C0011581
C0011570,C0012706
C0011570,C0013987
C0011570,C0025193
C0011570,C0154437
C0011570,C0178417
C0011570,C0233477
C0011570,C0235134
C0011570,C0235135
C0011570,C0235196
C0011570,C0338908
C0011570,C0338926
C0011570,C0344315
C0011570,C0460137
C0011570,C0522168
C0011570,C0868893
C0011570,C1579931
C0011570,C1999266
C0004936,C0025353
C0004936,C0001723
C0004936,C0002020
C0004936,C0002395
C0004936,C0002622
C0004936,C0002624
C0004936,C0002957
C0004936,C0003125
C0004936,C0003467
C0004936,C0003477
C0004936,C0003621
C0004936,C0004352
C0004936,C0004444
C0004936,C0005586
C0004936,C0005887
C0004936,C0006325
C0004936,C0006370
C0004936,C0007370
C0004936,C0007398
C0004936,C0009241
C0004936,C0009595
C0004936,C0009946
C0004936,C0011124
C0004936,C0011206
C0004936,C0011253
C0004936,C0011265
C0004936,C0011551
C0004936,C0011570
C0004936,C0011573
C0004936,C0011579
C0004936,C0013144
C0004936,C0013170
C0004936,C0015480
C0004936,C0017650
C0004936,C0018524
C0004936,C0020524
C0004936,C0020604
C0004936,C0020701
C0004936,C0020703
C0004936,C0020903
C0004936,C0021139
C0004936,C0021603
C0004936,C0022107
C0004936,C0023380
C0004936,C0025193
C0004936,C0025362
C0004936,C0026884
C0004936,C0027609
C0004936,C0027804
C0004936,C0027932
C0004936,C0028768
C0004936,C0029516
C0004936,C0030318
C0004936,C0030482
C0004936,C0031212
C0004936,C0033797
C0004936,C0033922
C0004936,C0033931
C0004936,C0033975
C0004936,C0036349
C0004936,C0036358
C0004936,C0037650
C0004936,C0038587
C0004936,C0038663
C0004936,C0041857
C0004936,C0041876
C0004936,C0085429
C0004936,C0085632
C0004936,C0085633
C0004936,C0086660
C0004936,C0086769
C0004936,C0151772
C0004936,C0151836
C0004936,C0151898
C0004936,C0152128
C0004936,C0152183
C0004936,C0154442
C0004936,C0178546
C0004936,C0221074
C0004936,C0221796
C0004936,C0233407
C0004936,C0233459
C0004936,C0233465
C0004936,C0233485
C0004936,C0233632
C0004936,C0233633
C0004936,C0233639
C0004936,C0233660
C0004936,C0233689
C0004936,C0233754
C0004936,C0233762
C0004936,C0233763
C0004936,C0233794
C0004936,C0233818
C0004936,C0234458
C0004936,C0234983
C0004936,C0234984
C0004936,C0234985
C0004936,C0235101
C0004936,C0235106
C0004936,C0235107
C0004936,C0235109
C0004936,C0235110
C0004936,C0235111
C0004936,C0235113
C0004936,C0235115
C0004936,C0235117
C0004936,C0235119
C0004936,C0235121
C0004936,C0235127
C0004936,C0235128
C0004936,C0235129
C0004936,C0235130
C0004936,C0235131
C0004936,C0235134
C0004936,C0235135
C0004936,C0235136
C0004936,C0235137
C0004936,C0235138
C0004936,C0235140
C0004936,C0235148
C0004936,C0235151
C0004936,C0235152
C0004936,C0235153
C0004936,C0235156
C0004936,C0235157
C0004936,C0235158
C0004936,C0235159
C0004936,C0235161
C0004936,C0235164
C0004936,C0235165
C0004936,C0235166
C0004936,C0235168
C0004936,C0235169
C0004936,C0235172
C0004936,C0235174
C0004936,C0235175
C0004936,C0235179
C0004936,C0235180
C0004936,C0235181
C0004936,C0235183
C0004936,C0235184
C0004936,C0235185
C0004936,C0235187
C0004936,C0235193
C0004936,C0235195
C0004936,C0235196
C0004936,C0235199
C0004936,C0235200
C0004936,C0235204
C0004936,C0235852
C0004936,C0235876
C0004936,C0235909
C0004936,C0236018
C0004936,C0236121
C0004936,C0236747
C0004936,C0236818
C0004936,C0241934
C0004936,C0242350
C0004936,C0270330
C0004936,C0270458
C0004936,C0270549
C0004936,C0278061
C0004936,C0302832
C0004936,C0338796
C0004936,C0338831
C0004936,C0349231
C0004936,C0349398
C0004936,C0349746
C0004936,C0376280
C0004936,C0424410
C0004936,C0426584
C0004936,C0456814
C0004936,C0456820
C0004936,C0459435
C0004936,C0496703
C0004936,C0497327
C0004936,C0521592
C0004936,C0525045
C0004936,C0541898
C0004936,C0542180
C0004936,C0542313
C0004936,C0542334
C0004936,C0542476
C0004936,C0549209
C0004936,C0549255
C0004936,C0549258
C0004936,C0549263
C0004936,C0554976
C0004936,C0595861
C0004936,C0596344
C0004936,C0679483
C0004936,C0687705
C0004936,C0700031
C0004936,C0700155
C0004936,C0701812
C0004936,C0743072
C0004936,C0856984
C0004936,C0857217
C0004936,C0858274
C0004936,C0860509
C0004936,C0920289
C0004936,C1384606
C0004936,C1457883
C0004936,C1510472
C0004936,C2364087
C0004936,C2700438
C0004936,C2700439
C0004936,C2700440
C0004936,C2919052
C0004936,C3887605
C0004936,C0003123
C0004936,C0006111
C0004936,C0009676
C0004936,C0015726
C0004936,C0020505
C0004936,C0020580
C0004936,C0021125
C0004936,C0021177
C0004936,C0021563
C0004936,C0023186
C0004936,C0024630
C0004936,C0025261
C0004936,C0025958
C0004936,C0027401
C0004936,C0027769
C0004936,C0027821
C0004936,C0027854
C0004936,C0028643
C0004936,C0029221
C0004936,C0029824
C0004936,C0032343
C0004936,C0033927
C0004936,C0034897
C0004936,C0035020
C0004936,C0037315
C0004936,C0038661
C0004936,C0085631
C0004936,C0149654
C0004936,C0154325
C0004936,C0154330
C0004936,C0154334
C0004936,C0154548
C0004936,C0154549
C0004936,C0154551
C0004936,C0154552
C0004936,C0154557
C0004936,C0154558
C0004936,C0154559
C0004936,C0154637
C0004936,C0175948
C0004936,C0205486
C0004936,C0220898
C0004936,C0221503
C0004936,C0221508
C0004936,C0229992
C0004936,C0232461
C0004936,C0232462
C0004936,C0233401
C0004936,C0233514
C0004936,C0234410
C0004936,C0234428
C0004936,C0235018
C0004936,C0235146
C0004936,C0235160
C0004936,C0235162
C0004936,C0235198
C0004936,C0235844
C0004936,C0237507
C0004936,C0237729
C0004936,C0239163
C0004936,C0260657
C0004936,C0277577
C0004936,C0277785
C0004936,C0302807
C0004936,C0338666
C0004936,C0338945
C0004936,C0344315
C0004936,C0424095
C0004936,C0424462
C0004936,C0455498
C0004936,C0544452
C0004936,C0556006
C0004936,C0600104
C0004936,C0677660
C0004936,C0683369
C0004936,C0700137
C0004936,C0700201
C0004936,C0700613
C0004936,C0837158
C0004936,C0848067
C0004936,C0851578
C0004936,C0858950
C0004936,C1277043
C0004936,C1457887
C0004936,C1849648
C0026516,C0002957
C0026516,C0011570
C0026516,C0016770
C0026516,C0018379
C0026516,C0018592
C0026516,C0022107
C0026516,C0022371
C0026516,C0023974
C0026516,C0024028
C0026516,C0036938
