CUI1,CUI2
C0085532,C0878860
C0085532,C1548829
C0085532,C1956346
C0150158,C0010054
C0150158,C0010068
C0150158,C0085971
C0150158,C0150369
C0150158,C0150404
C0150158,C1956346
C0150161,C0010054
C0150161,C0010068
C0150161,C1956346
C0155669,C0010054
C0155669,C0010068
C0155669,C0264694
C0155669,C1956346
C0155670,C0010054
C0155670,C0010068
C0155670,C0264694
C0155670,C1956346
C0162656,C0010054
C0162656,C0010068
C0162656,C1956346
C0205042,C0003842
C0205042,C0010075
C0205042,C0506214
C0205042,C0507868
C0205042,C0507871
C0205042,C0878552
C0205042,C1261082
C0205042,C1261316
C0205042,C1269008
C0205042,C0003956
C0205042,C0010054
C0205042,C0010068
C0205042,C0178570
C0205042,C0190188
C0205042,C0264684
C0205042,C0545743
C0205042,C0549113
C0205042,C0869781
C0205042,C1956346
C0242231,C0010054
C0242231,C0010068
C0242231,C1956346
C0264684,C0003860
C0264684,C0010054
C0264684,C0010068
C0264684,C0205042
C0264684,C1956346
C0264687,C0010054
C0264687,C0010068
C0264687,C1261287
C0264687,C1956346
C0264694,C0151744
C0264694,C0010054
C0264694,C0010068
C0264694,C0018787
C0264694,C0155669
C0264694,C0155670
C0264694,C1533195
C0264694,C1956346
C0700431,C0203981
C0700431,C0010054
C0700431,C0010068
C0700431,C0150497
C0700431,C0545441
C0700431,C1555967
C0700431,C1956346
C0869781,C0010054
C0869781,C0010068
C0869781,C0205042
C0869781,C0545743
C0869781,C1269008
C0869781,C1956346
C1112692,C0010054
C1112692,C0010068
C1112692,C0837136
C1112692,C1956346
C1269008,C0205042
C1269008,C0010054
C1269008,C0010068
C1269008,C0545743
C1269008,C0869781
C1269008,C1956346
C1313980,C0010054
C1313980,C0151744
C1313980,C0260520
C4280506,C0010054
C0151814,C0178570
C0151814,C0010068
C0151814,C0010072
C0151814,C0027051
C0151814,C0392158
C0151814,C0542012
C0043246,C0221198
C0043246,C0159971
C0043246,C0272839
C0043246,C0273237
C0043246,C0273412
C0043246,C0495858
C0043246,C0561239
C0043246,C0869382
C0043246,C1260906
C0043246,C0018813
C0043246,C0024633
C0043246,C0035955
C0043246,C0038357
C0043246,C0155712
C0043246,C0155713
C0043246,C0156275
C0043246,C0159149
C0043246,C0159194
C0043246,C0159240
C0043246,C0159285
C0043246,C0160325
C0043246,C0160326
C0043246,C0160330
C0043246,C0160332
C0043246,C0160334
C0043246,C0160460
C0043246,C0160468
C0043246,C0160469
C0043246,C0162872
C0043246,C0178321
C0043246,C0233308
C0043246,C0238088
C0043246,C0238115
C0043246,C0242875
C0043246,C0264926
C0043246,C0265006
C0043246,C0265011
C0043246,C0267356
C0043246,C0267597
C0043246,C0267628
C0043246,C0267669
C0043246,C0267897
C0043246,C0269183
C0043246,C0272409
C0043246,C0272945
C0043246,C0272977
C0043246,C0272979
C0043246,C0272984
C0043246,C0272985
C0043246,C0273236
C0043246,C0332798
C0043246,C0339056
C0043246,C0341444
C0043246,C0347633
C0043246,C0347648
C0043246,C0433842
C0043246,C0433843
C0043246,C0433844
C0043246,C0433845
C0043246,C0433976
C0043246,C0433980
C0043246,C0433981
C0043246,C0740401
C0043246,C3203359
C0026845,C0026860
C0026845,C0040300
C0026845,C0000739
C0026845,C0011980
C0026845,C0015460
C0026845,C0024890
C0026845,C0026240
C0026845,C0027061
C0026845,C0027532
C0026845,C0028863
C0026845,C0035231
C0026845,C0039508
C0026845,C0224085
C0026845,C0224086
C0026845,C0224097
C0026845,C0224219
C0026845,C0224334
C0026845,C0224337
C0026845,C0224382
C0026845,C0225205
C0026845,C0242692
C0026845,C0242695
C0026845,C0596981
C0026845,C0597054
C0026845,C1267092
C0026845,C2328219
C0026845,C0026820
C0026845,C0026821
C0026845,C0026836
C0026845,C0026848
C0026845,C0027081
C0026845,C0027094
C0026845,C0036208
C0026845,C0036226
C0026845,C0037253
C0026845,C0037763
C0026845,C0153182
C0026845,C0161950
C0026845,C0177614
C0026845,C0177621
C0026845,C0177626
C0026845,C0177627
C0026845,C0177630
C0026845,C0177636
C0026845,C0177637
C0026845,C0177642
C0026845,C0185133
C0026845,C0185181
C0026845,C0185184
C0026845,C0185281
C0026845,C0185284
C0026845,C0185287
C0026845,C0185790
C0026845,C0187069
C0026845,C0187496
C0026845,C0188136
C0026845,C0191770
C0026845,C0191771
C0026845,C0197283
C0026845,C0197937
C0026845,C0231484
C0026845,C0235062
C0026845,C0239325
C0026845,C0239329
C0026845,C0239330
C0026845,C0239344
C0026845,C0239345
C0026845,C0239350
C0026845,C0239351
C0026845,C0239360
C0026845,C0239361
C0026845,C0239362
C0026845,C0239363
C0026845,C0239364
C0026845,C0239365
C0026845,C0239366
C0026845,C0239367
C0026845,C0239368
C0026845,C0239369
C0026845,C0239370
C0026845,C0239371
C0026845,C0239373
C0026845,C0240416
C0026845,C0240418
C0026845,C0240420
C0026845,C0240421
C0026845,C0240422
C0026845,C0240424
C0026845,C0262561
C0026845,C0442025
C0026845,C0543444
C0026845,C0684078
C0026845,C0751409
C0026845,C0846400
C0026845,C1305763
C0026845,C1850808
C0026845,C1995013
C0026845,C2937367
C0026845,C4083049
C0242692,C0026845
C0242692,C0242695
C0242692,C0015460
C0242692,C0027061
C0242692,C0242691
C0242692,C0391916
C0242692,C1280260
C0242692,C0035411
C0242692,C0037253
C0242692,C1331262
C0242692,C1522259
C0242692,C1550659
C0242692,C1959759
C0446987,C0018787
C0446987,C0014124
C0446987,C0018819
C0446987,C0027061
C0446987,C0030352
C0446987,C0225836
C0446987,C0225870
C0446987,C0225871
C0446987,C0225968
C0446987,C0446990
C0446987,C0700065
C0506146,C0008484
C0506146,C0014124
C0506146,C0018796
C0506146,C0027061
C0506146,C0030352
C0506146,C0225833
C0506146,C0225843
C0506146,C0225880
C0506146,C0225882
C0506146,C0225968
C0506146,C0700065
C1272575,C0018787
C1272575,C0040300
C1272575,C0014124
C1272575,C0018796
C1272575,C0027061
C1272575,C0225968
C1272575,C0700065
C1272575,C1268110
C0684215,C0027061
C0684215,C1167191
C1284309,C0027061
C0010075,C0205042
C0010075,C0456944
C0010075,C0003842
C0010075,C0010055
C0010075,C0010067
C0010075,C0027061
C0010075,C0176591
C0010075,C0190189
C0010075,C3686473
C0018796,C0018787
C0018796,C0506146
C0018796,C1272575
C0018796,C0004247
C0018796,C0006382
C0018796,C0006383
C0018796,C0034144
C0018796,C0037189
C0018796,C0225916
C0018796,C0225918
C0018796,C0225919
C0018796,C0457146
C0018796,C0457147
C0018796,C0459156
C0018796,C0503996
C0018796,C0503998
C0018796,C0503999
C0018796,C0504000
C0018796,C0504001
C0018796,C0504002
C0018796,C0504003
C0018796,C0596678
C0018796,C1305523
C0018796,C0027061
C0018796,C0155712
C0018796,C0232219
C0018796,C0596673
C0018796,C0596674
C0018805,C0160316
C0018805,C3263723
C0018805,C0007172
C0018805,C0160318
C0018805,C0160319
C0018805,C0027061
C0018821,C0038897
C0018821,C0524832
C0018821,C1279986
C0018821,C0010055
C0018821,C0027056
C0018821,C0161892
C0018821,C0176597
C0018821,C0189745
C0018821,C0189746
C0018821,C0190010
C0018821,C0242636
C0018821,C0371643
C0018821,C0397344
C0018821,C0018787
C0018821,C0027061
C0018821,C0039986
C0018821,C0176593
C0018821,C0176595
C0018821,C0189920
C0018821,C0242427
C0018821,C0524727
C0018821,C0598573
C0018823,C0029216
C0018823,C0178533
C0018823,C0190183
C0018823,C0018812
C0018823,C0018822
C0018823,C0018833
C0018823,C0027061
C0018823,C0040744
C0018823,C0040759
C0018823,C0340530
C0018823,C0524832
C0018823,C0677631
C0018823,C1279380
C0023165,C0022920
C0023165,C0684144
C0023165,C0684145
C0023165,C0027061
C0023165,C0364678
C0023165,C0364679
C0023165,C0364680
C0023165,C2697872
C0152107,C0519049
C0152107,C0391821
C0152107,C0027051
C0152107,C0027061
C0152107,C0031046
C0152107,C0032805
C0152107,C0340443
C0152107,C0687676
C0152952,C0012546
C0152952,C0027061
C0152961,C0027059
C0152961,C0152958
C0152961,C0398355
C0152961,C0025303
C0152961,C0027061
C0153106,C0010246
C0153106,C0027059
C0153106,C0153103
C0153106,C0155686
C0153106,C0027061
C0153106,C0728910
C0153165,C0036916
C0153165,C0039130
C0153165,C0027061
C0155557,C0035440
C0155557,C0027059
C0155557,C0035435
C0155557,C0035439
C0155557,C0035440
C0155557,C0489959
C0155557,C0553642
C0155557,C0027061
C0155557,C0029730
C0155668,C0027051
C0155668,C0278960
C0155668,C0027061
C0155686,C0027059
C0155686,C0153106
C0155686,C0155687
C0155686,C0155689
C0155686,C0155691
C0155686,C0155692
C0155686,C1384588
C0155686,C0027061
C0155686,C0865640
C0155686,C0865641
C0155689,C0027059
C0155689,C0155686
C0155689,C0865649
C0155689,C0021368
C0155689,C0027061
C0155689,C0333361
C0155691,C0027059
C0155691,C0155686
C0155691,C0021368
C0155691,C0027061
C0155691,C1384588
C0189776,C0027061
C0189781,C0189786
C0189781,C0027061
C0189781,C0189792
C0189781,C0371492
C0189786,C0189781
C0189786,C0002940
C0189786,C0018787
C0189786,C0018789
C0189786,C0027061
C0189888,C0371511
C0189888,C0371512
C0189888,C0863643
C0189888,C0018787
C0189888,C0027061
C0190059,C0027061
C0202827,C0027061
C0202827,C0817096
C0202827,C1456858
C0238294,C0027061
C0238295,C0027061
C0264756,C0027061
C0264855,C0553697
C0264855,C0018188
C0264855,C0027061
C0264856,C0018188
C0264856,C0027061
C0275778,C0024198
C0275778,C0027061
C0276138,C0027061
C0276138,C2984254
C0276432,C0027061
C0276804,C0027059
C0276804,C0040558
C0276804,C0021368
C0276804,C0027061
C0489959,C0155557
C0489959,C0027061
C0684089,C0027061
C1384588,C0027059
C1384588,C0155686
C1384588,C0155690
C1384588,C0021368
C1384588,C0027061
C1384588,C0155691
C1522563,C0027061
C1522564,C0027061
C4048179,C0027061
C4048179,C0264711
C4082186,C0027061
C4082186,C0333474
C4082186,C0333751
C4082186,C1536403
C0030660,C0677042
C0030660,C0001314
C0030660,C0007587
C0030660,C0008679
C0030660,C0009488
C0030660,C0012655
C0030660,C0020732
C0030660,C0027540
C0030660,C0178721
C0030660,C0178874
C0030660,C0221791
C0030660,C0242656
C0030660,C0596452
C0030660,C0597370
C0030660,C0679316
C0030660,C2699153
C0030660,C0033325
C0030660,C0034897
C0030660,C0599878
C0030660,C0599879
C0030660,C0699748
C0679332,C0002940
C0679332,C0011164
C0679332,C0017086
C0679332,C0027540
C0679332,C0333641
C0022656,C0027540
C0022656,C0042075
C0022656,C0268790
C0022656,C0035085
C0022656,C0156238
C0022667,C0520575
C0022667,C0027540
C0022667,C0042075
C0022667,C0151747
C0022667,C0034186
C0022667,C0156239
C0022667,C1704315
C0027543,C0005940
C0027543,C0026857
C0027543,C0027540
C0027543,C0242046
C0027543,C0001363
C0027543,C0008707
C0027543,C0017086
C0027543,C0085660
C0027543,C0162529
C0027543,C0520474
C0027543,C3887513
C0029445,C0005940
C0029445,C0026857
C0029445,C0027540
C0029445,C0085660
C0029445,C0520474
C0036688,C0027540
C0235957,C0026857
C0235957,C0027540
C0235957,C0035410
C0235957,C0026848
C0264265,C0027540
C0264265,C0264266
C0264265,C0867226
C0271558,C0027540
C0271558,C0342405
C0392057,C0027540
C0392057,C0036133
C0392180,C0027540
C0520474,C0005940
C0520474,C0026857
C0520474,C0027540
C0520474,C0029445
C0520474,C0085660
C0520474,C0679391
C0520474,C0003977
C0520474,C0158449
C0520474,C0158450
C0520474,C0158451
C0520474,C0158452
C0520474,C0410480
C0520474,C0679392
C0520474,C0005931
C0520474,C0022682
C0520474,C0027543
C0520474,C0262950
C0520474,C0264099
C0520474,C0410550
C0520474,C2110211
C0542104,C0027540
C0574786,C0022658
C0574786,C0022660
C0574786,C0027540
C0574786,C0035078
C0574786,C1565662
C0574786,C0022646
C0574786,C0022664
C0574786,C0041948
C0848084,C0022658
C0848084,C0027540
C0007587,C0030660
C0007587,C0596402
C0007587,C0003635
C0007587,C0027540
C0007587,C1159873
C0007587,C1159874
C0007587,C1536403
C0019187,C0019187
C0019187,C0019158
C0019187,C0023896
C0019187,C0519000
C0019187,C0524610
C0019187,C0001306
C0019187,C0001962
C0019187,C0015695
C0019187,C0015696
C0019187,C0023884
C0019187,C0027540
C0019187,C0085762
C0019187,C0152254
C0019187,C0521362
C0019187,C0678226
C0019187,C1314792
C0027544,C0011606
C0027544,C0027540
C0027544,C0151799
C0041368,C0005832
C0041368,C0010868
C0041368,C0017968
C0041368,C0026484
C0041368,C0937851
C0041368,C1448177
C0041368,C1456820
C0041368,C0006625
C0041368,C0020969
C0041368,C0024320
C0041368,C0027540
C0041368,C0041364
C0041368,C0279102
C0041368,C0279428
C0041368,C0280140
C0041368,C0280507
C0041368,C0280613
C0041368,C0281301
C0041368,C0281481
C0041368,C0281542
C0041368,C0281569
C0041368,C0281596
C0041368,C0281628
C0041368,C0338153
C0041368,C0338199
C0041368,C0338200
C0041368,C0365218
C0041368,C0392981
C0041368,C0812246
C0041368,C1168005
C0041368,C1323304
C0041368,C1323363
C0041368,C1429194
C0041368,C1522668
C0041368,C1522669
C0041368,C1710304
C0151798,C0001364
C0151798,C0267800
C0151798,C0542019
C0151798,C0027540
C0151798,C0391996
C0151798,C1855038
C0151798,C1963135
C0162638,C3266896
C0162638,C4042483
C0162638,C0027540
C0162638,C0178709
C0162638,C0206123
C0162638,C0206527
C0162638,C0282491
C0162638,C0599733
C0162638,C1148568
C0162638,C1148569
C0162638,C1148571
C0162638,C1418402
C0239722,C0027540
C0239722,C0559522
C0264266,C0264265
C0264266,C0027540
C0439664,C0027540
C1334928,C0027540
C1392207,C0027540
C0518972,C0518972
C0518972,C0036980
C0679394,C0020649
C0679394,C0020683
C0679394,C0036980
C0679394,C0544617
C0242184,C0035204
C0242184,C0035242
C0242184,C0037088
C0242184,C0679309
C0242184,C0151744
C0242184,C0520599
C0242184,C0679395
C0242184,C0679443
C0242184,C0002351
C0242184,C0004044
C0242184,C0007598
C0242184,C0010520
C0242184,C0030054
C0242184,C0202155
C0242184,C0238284
C0242184,C0242060
C0242184,C0242091
C0242184,C0242706
C0242184,C0274294
C0242184,C0428171
C0242184,C0476337
C0242184,C1963140
C0242184,C3203358
C0700292,C0035204
C0700292,C0035242
C0700292,C0037088
C0700292,C0679309
C0700292,C0151744
C0700292,C0520599
C0700292,C0679395
C0700292,C0679443
C0700292,C0002351
C0700292,C0002871
C0700292,C0003129
C0700292,C0004044
C0700292,C0007598
C0700292,C0010520
C0700292,C0030054
C0700292,C0202155
C0700292,C0242060
C0700292,C0242091
C0700292,C0242706
C0700292,C0274294
C0700292,C0428171
C0700292,C0476337
C0027054,C0151744
C0027054,C0206146
C0027054,C0376442
C0206146,C0027045
C0206146,C0027054
C0206146,C0027055
C0206146,C0151744
C0206146,C0376416
C0264693,C0151744
C0376442,C0027054
C0376442,C0151744
C0488305,C0018787
C0488305,C0151744
C0488305,C0488306
C0488306,C0018787
C0488306,C0151744
C0488306,C0488305
C0920715,C0151744
C2919051,C0151744
C0392158,C0151814
C0392158,C0340648
C0542012,C0151814
C0519049,C0519049
C0519049,C0152452
C0519049,C0155679
C0519049,C0155694
C0519049,C0265147
C0391821,C0152107
C0391821,C0032805
C0340443,C0519049
C0340443,C0031046
C0340443,C0155679
C0340443,C0031049
C0340443,C0152107
C0687676,C0152107
C0687676,C0175999
C0687676,C0231290
C2926063,C0027051
C2926063,C0278960
C2926063,C0428953
C3810814,C0027051
C3810814,C0278960
C3810814,C0428953
C0333205,C1260883
C0545743,C0205042
C0545743,C0869781
C0545743,C1269008
C0545743,C1956346
C0428953,C0027051
C0428953,C2926063
C0428953,C3810814
C0012634,C0001621
C0012634,C0002514
C0012634,C0003621
C0012634,C0004930
C0012634,C0005138
C0012634,C0005424
C0012634,C0005686
C0012634,C0005779
C0012634,C0005818
C0012634,C0005940
C0012634,C0006145
C0012634,C0006261
C0012634,C0006705
C0012634,C0007222
C0012634,C0007682
C0012634,C0007820
C0012634,C0008679
C0012634,C0009450
C0012634,C0009460
C0012634,C0011166
C0012634,C0011405
C0012634,C0012714
C0012634,C0012716
C0012634,C0013288
C0012634,C0013289
C0012634,C0014130
C0012634,C0015397
C0012634,C0015423
C0012634,C0017178
C0012634,C0017411
C0012634,C0017563
C0012634,C0018799
C0012634,C0018824
C0012634,C0018939
C0012634,C0019147
C0012634,C0019151
C0012634,C0019247
C0012634,C0021053
C0012634,C0021290
C0012634,C0021831
C0012634,C0022362
C0012634,C0022408
C0012634,C0022415
C0012634,C0022658
C0012634,C0022904
C0012634,C0023051
C0012634,C0023760
C0012634,C0024228
C0012634,C0025061
C0012634,C0025261
C0012634,C0025362
C0012634,C0026857
C0012634,C0027339
C0012634,C0027651
C0012634,C0027765
C0012634,C0029182
C0012634,C0030286
C0012634,C0030469
C0012634,C0030517
C0012634,C0031028
C0012634,C0031090
C0012634,C0031142
C0012634,C0031345
C0012634,C0031707
C0012634,C0032002
C0012634,C0032226
C0012634,C0032343
C0012634,C0033046
C0012634,C0034882
C0012634,C0035204
C0012634,C0036202
C0012634,C0037274
C0012634,C0037933
C0012634,C0037997
C0012634,C0039082
C0012634,C0039494
C0012634,C0039584
C0012634,C0040409
C0012634,C0040435
C0012634,C0041254
C0012634,C0041969
C0012634,C0042075
C0012634,C0042373
C0012634,C0042769
C0012634,C0080276
C0012634,C0085084
C0012634,C0149892
C0012634,C0149939
C0012634,C0152087
C0012634,C0154246
C0012634,C0154260
C0012634,C0154681
C0012634,C0155893
C0012634,C0155896
C0012634,C0155926
C0012634,C0159000
C0012634,C0178298
C0012634,C0220991
C0012634,C0221016
C0012634,C0235522
C0012634,C0238305
C0012634,C0242354
C0012634,C0263976
C0012634,C0263978
C0012634,C0264221
C0012634,C0264309
C0012634,C0264364
C0012634,C0265122
C0012634,C0266806
C0012634,C0267212
C0012634,C0267613
C0012634,C0267994
C0012634,C0268085
C0012634,C0268382
C0012634,C0268512
C0012634,C0268527
C0012634,C0268613
C0012634,C0268634
C0012634,C0268731
C0012634,C0268896
C0012634,C0268919
C0012634,C0270075
C0012634,C0270764
C0012634,C0271474
C0012634,C0271633
C0012634,C0272380
C0012634,C0302467
C0012634,C0405034
C0012634,C0451718
C0012634,C0521659
C0012634,C0524851
C0012634,C0598303
C0012634,C0683323
C0012634,C0687707
C0012634,C0699949
C0012634,C0728936
C0012634,C0851578
C0012634,C0852949
C0012634,C0878544
C0012634,C0973439
C0012634,C0973440
C0012634,C0973444
C0012634,C1848931
C0012634,C2945563
C0012634,C0009488
C0012634,C0011848
C0012634,C0012655
C0012634,C0033110
C0012634,C0033325
C0012634,C0034897
C0012634,C0035242
C0012634,C0037051
C0012634,C0042940
C0012634,C0085880
C0012634,C0149670
C0012634,C0151763
C0012634,C0221423
C0012634,C0237471
C0012634,C0237507
C0012634,C0268014
C0012634,C0268283
C0012634,C0268305
C0012634,C0270146
C0012634,C0439793
C0012634,C0497156
C0012634,C0544452
C0012634,C0678226
C0012634,C0699896
C0012634,C0699910
C0012634,C0702159
C0012634,C0851346
C0012634,C0868947
C0012634,C0868948
C0012634,C1314792
C0012634,C1457887
C0012634,C1704338
C0012634,C2004454
C0679384,C0679215
C0679384,C0007222
C0679384,C0014130
C0679384,C0017178
C0679384,C0018939
C0679384,C0021053
C0679384,C0026636
C0679384,C0027765
C0679384,C0035204
C0679384,C0037274
C0679384,C0080276
C0679384,C0152027
C0679384,C0263660
C0679384,C0556006
C0679384,C0679433
C0679384,C0679445
C0679384,C0229962
C0679384,C0678852
C0679384,C0683061
C0679384,C0700276
C0002940,C0007222
C0002940,C0042373
C0002940,C0155764
C0002940,C0595862
C0002940,C0679332
C0002940,C0679397
C0002940,C0728936
C0002940,C0002945
C0002940,C0002949
C0002940,C0003486
C0002940,C0005136
C0002940,C0007766
C0002940,C0018789
C0002940,C0155676
C0002940,C0155741
C0002940,C0155742
C0002940,C0155744
C0002940,C0155745
C0002940,C0155746
C0002940,C0155747
C0002940,C0155748
C0002940,C0162869
C0002940,C0162870
C0002940,C0162872
C0002940,C0265010
C0002940,C0265011
C0002940,C0275844
C0002940,C0333099
C0002940,C0340639
C0002940,C0375306
C0002940,C0917996
C0002940,C1510412
C0002940,C0003483
C0002940,C0003496
C0002940,C0003855
C0002940,C0005847
C0002940,C0012359
C0002940,C0027061
C0002940,C0155740
C0002940,C0158570
C0002940,C0176686
C0002940,C0189711
C0002940,C0189712
C0002940,C0189786
C0002940,C0190550
C0002940,C0340797
C0002940,C0439651
C0002940,C0597181
C0002940,C0700124
C0002940,C0878544
C0003490,C0003493
C0003490,C0007222
C0003490,C0039263
C0003490,C0302467
C0003490,C1862682
C0003490,C0003510
C0003496,C0007222
C0003496,C0265010
C0003496,C0265012
C0003496,C0002940
C0010520,C0007222
C0010520,C0035204
C0010520,C0037088
C0010520,C0586407
C0010520,C0221347
C0010520,C0235532
C0010520,C0235777
C0010520,C0239158
C0010520,C0239334
C0010520,C0239335
C0010520,C0239336
C0010520,C0239483
C0010520,C0239582
C0010520,C0239604
C0010520,C0239638
C0010520,C0240194
C0010520,C0240968
C0010520,C0003129
C0010520,C0003130
C0010520,C0025637
C0010520,C0239640
C0010520,C0242184
C0010520,C0332580
C0010520,C0521800
C0010520,C0700292
C0011813,C0007222
C0011813,C0015929
C0011813,C0018798
C0011813,C1857298
C0011813,C0018787
C0011813,C3541877
C0013405,C0007222
C0013405,C1956415
C0013405,C0037315
C0013405,C0085619
C0013405,C0344357
C0013405,C0398350
C0013604,C0007222
C0013604,C0037088
C0013604,C0333138
C0013604,C0679330
C0013604,C0006114
C0013604,C0013608
C0013604,C0024440
C0013604,C0085649
C0013604,C0151205
C0013604,C0151603
C0013604,C0151609
C0013604,C0152445
C0013604,C0156728
C0013604,C0156729
C0013604,C0156733
C0013604,C0159014
C0013604,C0234939
C0013604,C0234940
C0013604,C0235436
